日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,註記
109/01/02,"39,321,623","1,699,254,292",42.30,43.85,42.20,43.60,+1.60,"18,429",
109/01/03,"28,586,557","1,230,882,280",44.20,44.25,42.30,42.50,-1.10,"13,176",
109/01/06,"25,307,713","1,044,564,502",41.95,42.00,40.85,41.35,-1.15,"11,614",
109/01/07,"17,381,682","720,905,783",41.70,41.80,41.10,41.30,-0.05,"8,342",
109/01/08,"15,980,292","647,897,521",40.55,41.00,40.30,40.45,-0.85,"8,859",
109/01/09,"16,333,142","672,149,922",41.00,41.55,40.95,41.05,+0.60,"7,410",
109/01/10,"28,099,535","1,180,899,568",41.40,42.40,41.25,42.40,+1.35,"13,027",
109/01/13,"33,550,483","1,459,039,993",43.00,43.90,42.65,43.90,+1.50,"15,493",
109/01/14,"80,918,532","3,667,428,923",45.00,46.00,44.50,45.40,+1.50,"29,777",
109/01/15,"36,881,631","1,658,485,056",45.20,45.60,44.40,44.75,-0.65,"14,745",
109/01/16,"49,209,118","2,164,265,065",44.60,44.60,43.55,43.60,-1.15,"20,319",
109/01/17,"28,452,980","1,245,176,115",43.75,44.45,43.15,43.25,-0.35,"12,245",
109/01/20,"31,951,515","1,417,799,600",43.75,44.80,43.65,44.80,+1.55,"13,316",
109/01/30,"33,662,777","1,362,065,306",40.40,40.85,40.35,40.35,-4.45,"12,662",
109/01/31,"53,858,220","2,084,268,230",40.10,40.80,37.10,38.65,-1.70,"21,615",
109/02/03,"44,675,268","1,632,978,366",36.50,37.75,35.25,36.75,-1.90,"16,739",
109/02/04,"57,378,206","2,254,834,160",37.65,40.25,37.15,40.25,+3.50,"22,784",
109/02/05,"38,062,741","1,513,465,311",40.85,40.85,39.10,39.15,-1.10,"17,803",
109/02/06,"30,604,117","1,224,489,816",39.70,40.55,39.40,40.20,+1.05,"13,483",
109/02/07,"20,366,369","799,767,410",39.50,39.80,38.85,38.90,-1.30,"9,152",
109/02/10,"43,809,914","1,682,722,050",36.00,39.85,36.00,39.85,+0.95,"18,519",
109/02/11,"25,867,623","1,041,904,709",40.30,40.75,39.70,40.30,+0.45,"12,308",
109/02/12,"61,654,202","2,594,805,074",40.60,42.90,40.35,42.85,+2.55,"25,453",
109/02/13,"33,634,885","1,427,931,644",43.00,43.10,42.00,42.05,-0.80,"16,643",
109/02/14,"29,431,551","1,232,505,900",41.85,42.55,41.50,41.50,-0.55,"13,299",
109/02/17,"17,283,432","712,744,574",41.00,41.85,40.90,41.35,-0.15,"8,154",
109/02/18,"13,744,110","565,733,531",41.00,41.60,40.80,41.10,-0.25,"6,805",
109/02/19,"18,911,820","789,929,530",41.30,42.15,41.30,41.75,+0.65,"9,277",
109/02/20,"22,564,169","954,833,548",42.15,42.85,41.90,42.00,+0.25,"9,802",
109/02/21,"22,592,495","949,198,421",41.85,42.40,41.70,41.70,-0.30,"9,503",
109/02/24,"21,795,786","913,015,495",40.80,42.45,40.80,42.45,+0.75,"9,418",
109/02/25,"19,099,303","801,730,504",42.05,42.40,41.70,41.75,-0.70,"8,894",
109/02/26,"23,766,415","991,686,397",41.30,42.50,41.05,41.25,-0.50,"9,750",
109/02/27,"31,297,979","1,255,787,498",41.60,41.85,39.20,40.00,-1.25,"14,143",
109/03/02,"27,736,693","1,090,394,223",38.80,40.15,38.35,39.25,-0.75,"12,494",
109/03/03,"43,747,786","1,820,995,273",40.60,42.35,40.30,41.45,+2.20,"18,815",
