日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,註記
109/01/02,"8,548,211","3,737,101,549",443.00,444.50,432.50,436.00,-1.00,"6,725",
109/01/03,"28,118,067","12,940,430,856",454.50,475.00,447.50,468.00,+32.00,"22,014",
109/01/06,"12,740,655","5,906,745,227",468.00,470.50,458.50,460.00,-8.00,"10,033",
109/01/07,"21,192,602","8,941,001,228",416.00,435.00,414.00,414.00,-46.00,"16,243",
109/01/08,"35,163,274","13,747,417,538",388.00,406.00,381.00,387.00,-27.00,"26,491",
109/01/09,"14,140,532","5,608,480,296",397.00,402.00,390.00,392.00,+5.00,"10,879",
109/01/10,"9,523,566","3,773,988,004",397.00,402.50,390.50,392.50,+0.50,"7,356",
109/01/13,"9,042,478","3,521,609,398",396.00,398.00,383.00,390.00,-2.50,"7,204",
109/01/14,"17,957,312","7,350,849,040",400.50,419.00,397.50,419.00,+29.00,"13,762",
109/01/15,"14,049,419","5,917,089,885",425.00,427.50,411.50,413.00,-6.00,"10,737",
109/01/16,"9,812,476","4,134,731,920",418.50,427.00,415.50,417.00,+4.00,"7,689",
109/01/17,"7,288,120","3,052,115,071",424.00,425.50,413.00,413.00,-4.00,"5,940",
109/01/20,"4,665,752","1,943,916,084",417.00,418.50,414.50,415.50,+2.50,"3,600",
109/01/30,"16,309,733","6,220,851,642",380.00,393.50,374.00,374.00,-41.50,"12,090",
109/01/31,"13,467,785","5,178,378,580",382.50,389.50,377.50,386.50,+12.50,"10,076",
109/02/03,"15,756,985","5,975,216,090",373.50,392.00,367.00,392.00,+5.50,"11,457",
109/02/04,"17,514,716","7,234,014,504",402.00,423.00,399.00,418.50,+26.50,"13,613",
109/02/05,"14,773,647","6,211,069,858",425.50,426.00,410.00,413.00,-5.50,"10,730",
109/02/06,"9,846,376","4,143,693,044",422.00,426.50,416.00,417.00,+4.00,"7,572",
109/02/07,"9,884,754","4,132,772,999",419.50,421.50,414.00,416.50,-0.50,"7,260",
109/02/10,"11,237,658","4,691,249,511",416.50,422.50,409.50,418.50,+2.00,"8,562",
109/02/11,"17,162,890","7,486,653,430",429.50,442.00,429.00,437.00,+18.50,"13,160",
109/02/12,"12,732,741","5,666,524,968",447.00,449.00,440.00,448.00,+11.00,"9,810",
109/02/13,"10,823,507","4,825,516,766",453.00,455.00,437.50,439.00,-9.00,"8,656",
109/02/14,"14,994,074","6,743,544,744",445.00,457.00,438.50,457.00,+18.00,"11,304",
109/02/17,"10,235,254","4,646,002,143",454.50,460.00,448.00,453.00,-4.00,"8,122",
109/02/18,"20,988,371","9,682,504,063",469.50,471.50,450.00,450.00,-3.00,"15,987",
109/02/19,"16,209,294","7,340,103,240",454.00,460.00,441.00,460.00,+10.00,"12,126",
109/02/20,"10,709,955","4,945,748,293",463.00,466.00,457.50,457.50,-2.50,"8,093",
109/02/21,"17,354,003","8,114,607,416",464.50,473.50,460.50,472.00,+14.50,"13,165",
109/02/24,"15,141,728","7,156,269,536",468.00,484.50,464.00,484.50,+12.50,"11,425",
109/02/25,"24,217,945","11,832,864,160",478.00,498.00,475.50,485.00,+0.50,"18,564",
109/02/26,"33,457,849","15,414,339,012",476.00,482.50,437.00,441.00,-44.00,"25,189",
109/02/27,"33,187,422","14,139,228,630",441.00,449.00,410.00,410.00,-31.00,"24,782",
109/03/02,"27,123,904","11,209,120,892",406.00,426.00,398.00,418.50,+8.50,"19,854",
109/03/03,"17,748,337","7,579,981,877",434.00,436.50,416.50,417.00,-1.50,"13,143",
109/03/04,"23,244,898","9,413,559,486",419.00,419.00,398.50,400.50,-16.50,"17,492",
109/03/05,"15,313,493","6,233,636,088",408.00,412.00,401.50,410.50,+10.00,"11,876",
109/03/06,"11,601,616","4,701,010,560",404.00,409.00,401.50,406.50,-4.00,"8,747",
109/03/09,"18,877,374","7,415,564,860",398.00,402.50,383.50,386.00,-20.50,"13,980",
109/03/10,"20,610,783","7,887,190,851",373.50,394.50,373.50,394.50,+8.50,"15,177",
109/03/11,"17,098,764","6,733,175,640",396.00,403.50,378.00,383.50,-11.00,"13,138",
109/03/12,"27,805,955","9,936,840,291",381.00,381.00,345.50,345.50,-38.00,"20,344",
109/03/13,"24,783,620","7,782,221,640",313.00,326.50,311.00,320.00,-25.50,"16,696",
109/03/16,"25,494,123","7,942,862,793",320.00,330.50,290.50,290.50,-29.50,"18,251",
109/03/17,"38,827,745","10,792,166,915",276.00,296.00,262.00,265.00,-25.50,"28,134",
109/03/18,"27,465,524","7,296,200,644",273.00,275.00,250.00,254.50,-10.50,"19,059",
