日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,註記
109/01/02,"2,080,093","108,259,236",52.00,52.20,51.90,52.00, 0.00,"1,054",
109/01/03,"2,716,483","141,629,246",52.20,52.30,51.80,52.30,+0.30,"1,424",
109/01/06,"3,161,597","163,972,105",51.80,52.30,51.70,51.70,-0.60,869,
109/01/07,"2,254,131","115,406,476",51.80,51.90,50.90,50.90,-0.80,"1,078",
109/01/08,"2,631,078","133,113,032",50.50,50.90,50.30,50.60,-0.30,972,
109/01/09,"2,117,509","107,981,495",50.80,51.40,50.70,51.10,+0.50,900,
109/01/10,"1,203,869","61,288,699",50.80,51.00,50.70,51.00,-0.10,656,
109/01/13,"5,866,114","303,323,328",51.10,52.10,50.80,52.00,+1.00,"2,314",
109/01/14,"6,558,501","344,282,383",52.00,52.70,52.00,52.70,+0.70,"2,218",
109/01/15,"3,142,882","164,850,795",52.70,52.80,52.00,52.50,-0.20,"1,504",
109/01/16,"1,765,944","92,447,949",52.70,52.70,52.20,52.20,-0.30,975,
109/01/17,"7,123,835","373,731,398",52.50,52.90,52.00,52.80,+0.60,"1,743",
109/01/20,"6,071,278","322,164,934",52.80,53.20,52.70,53.10,+0.30,"2,890",
109/01/30,"13,038,041","658,910,231",52.00,52.00,50.00,50.10,-3.00,"5,211",
109/01/31,"11,470,059","576,054,433",49.95,50.70,49.95,50.00,-0.10,"3,907",
109/02/03,"7,977,101","395,728,794",49.45,50.30,48.85,49.60,-0.40,"2,840",
109/02/04,"5,679,367","283,523,107",49.90,50.30,49.30,50.10,+0.50,"1,877",
109/02/05,"3,929,750","196,793,637",50.10,50.30,49.80,50.10, 0.00,"1,457",
109/02/06,"4,942,325","251,635,928",50.20,51.40,50.20,50.60,+0.50,"1,704",
109/02/07,"3,916,298","199,089,717",50.60,51.30,50.60,50.80,+0.20,"1,626",
109/02/10,"3,277,660","165,408,015",50.50,50.90,50.10,50.40,-0.40,"1,562",
109/02/11,"2,276,491","115,566,120",50.40,51.00,50.40,50.70,+0.30,"1,256",
109/02/12,"3,600,486","183,153,186",50.70,51.10,50.60,51.00,+0.30,"1,694",
109/02/13,"5,263,247","271,050,320",50.80,52.30,50.80,51.60,+0.60,"2,292",
109/02/14,"1,721,723","88,855,255",51.60,51.80,51.40,51.70,+0.10,935,
109/02/17,"1,166,076","59,866,686",51.50,51.60,51.20,51.40,-0.30,736,
109/02/18,"2,849,251","146,427,216",51.00,51.70,51.00,51.70,+0.30,"1,285",
109/02/19,"4,052,128","211,080,309",51.90,52.50,51.50,52.10,+0.40,"1,919",
109/02/20,"3,370,533","175,805,216",52.20,52.50,51.90,51.90,-0.20,"1,744",
109/02/21,"4,397,082","230,043,564",51.90,52.60,51.80,52.00,+0.10,"1,934",
109/02/24,"4,808,759","245,554,720",51.60,51.80,50.50,50.90,-1.10,"2,316",
109/02/25,"3,422,918","173,693,418",50.30,51.00,50.30,50.90, 0.00,"1,987",
109/02/26,"5,406,825","273,119,375",50.10,50.90,50.10,50.70,-0.20,"2,319",
109/02/27,"7,864,201","396,021,706",50.50,50.80,50.20,50.30,-0.40,"2,390",
109/03/02,"6,239,907","309,165,451",49.35,50.00,49.20,49.40,-0.90,"3,259",
109/03/03,"3,994,935","199,684,500",49.90,50.40,49.65,50.00,+0.60,"2,223",
109/03/04,"3,575,040","179,394,448",49.75,50.40,49.70,50.40,+0.40,"1,254",
109/03/05,"4,455,901","226,290,151",50.50,51.00,50.40,51.00,+0.60,"1,613",
109/03/06,"12,421,987","615,803,171",50.20,50.20,49.25,49.60,-1.40,"6,853",
109/03/09,"20,308,735","947,831,320",48.60,48.60,46.00,46.10,-3.50,"9,212",
109/03/10,"12,927,700","605,677,761",45.60,47.70,45.55,47.40,+1.30,"6,424",
109/03/11,"9,274,710","437,174,662",47.40,47.60,46.80,47.00,-0.40,"4,047",
109/03/12,"11,543,503","518,635,785",46.75,46.80,44.00,44.30,-2.70,"5,181",
109/03/13,"15,899,140","648,991,170",41.05,42.60,40.10,42.20,-2.10,"7,774",
109/03/16,"13,291,136","536,394,534",42.20,42.20,39.50,39.60,-2.60,"7,056",
109/03/17,"15,844,059","604,185,151",37.10,39.00,37.00,38.25,-1.35,"6,573",
109/03/18,"11,271,026","429,547,467",38.20,39.10,37.20,38.00,-0.25,"5,071",
109/03/19,"18,617,813","665,430,785",37.00,37.60,34.45,35.00,-3.00,"7,707",
109/03/20,"14,128,494","519,345,654",35.50,37.45,35.50,37.45,+2.45,"4,303",
109/03/23,"5,885,200","210,168,414",35.70,36.25,35.00,35.65,-1.80,"2,906",
109/03/24,"13,472,204","515,442,696",36.15,39.20,36.15,38.70,+3.05,"4,689",
109/03/25,"10,204,031","411,893,227",40.00,40.75,40.00,40.60,+1.90,"4,196",
109/03/26,"6,738,485","270,452,232",40.95,41.00,39.50,40.10,-0.50,"3,196",
109/03/27,"9,259,126","371,536,249",41.00,41.00,39.60,40.00,-0.10,"3,697",
109/03/30,"6,503,922","255,894,674",39.05,40.00,38.30,39.55,-0.45,"2,555",
109/03/31,"7,589,172","300,287,255",40.00,40.20,39.00,39.35,-0.20,"2,649",
109/04/01,"6,864,125","265,559,825",39.20,39.40,38.50,38.50,-0.85,"3,141",
109/04/06,"7,113,510","273,915,173",39.20,39.25,38.00,38.65,+0.15,"3,150",
109/04/07,"5,378,277","212,539,830",39.40,40.00,39.05,39.90,+1.25,"2,343",
109/04/08,"6,230,645","250,559,911",40.05,40.60,39.65,40.40,+0.50,"2,540",
109/04/09,"3,799,014","153,661,949",40.40,40.85,40.15,40.35,-0.05,"1,552",
109/04/10,"5,326,652","217,918,363",40.35,41.25,40.30,41.10,+0.75,"2,850",
109/04/13,"2,954,701","120,703,839",41.00,41.15,40.40,40.70,-0.40,"2,021",
109/04/14,"6,005,353","249,779,376",40.45,42.00,40.45,41.95,+1.25,"2,333",
109/04/15,"7,485,574","322,646,855",42.00,43.75,42.00,43.20,+1.25,"3,926",
109/04/16,"5,419,824","230,090,771",42.20,42.75,42.15,42.35,-0.85,"2,609",
109/04/17,"6,947,538","301,761,800",43.15,44.45,42.70,42.70,+0.35,"3,087",
109/04/20,"3,603,590","153,545,793",42.80,43.10,42.20,42.50,-0.20,"1,692",
109/04/21,"6,712,385","276,834,478",42.00,42.20,40.70,40.95,-1.55,"3,457",
109/04/22,"3,869,154","157,335,664",40.75,41.00,40.30,40.75,-0.20,"1,833",
109/04/23,"3,319,322","135,472,374",40.75,41.30,40.40,40.90,+0.15,"1,663",
109/04/24,"2,914,009","118,555,369",40.60,40.95,40.45,40.60,-0.30,"1,595",
109/04/27,"6,669,726","279,797,419",41.00,42.45,41.00,42.10,+1.50,"2,846",
109/04/28,"4,785,237","202,875,369",42.45,42.80,41.70,42.80,+0.70,"1,914",
109/04/29,"7,030,527","306,044,656",43.00,43.90,42.90,43.70,+0.90,"3,555",
109/04/30,"6,983,969","309,177,367",44.10,44.60,43.75,44.15,+0.45,"2,612",
109/05/04,"7,469,188","315,761,952",41.70,42.65,41.70,42.40,-1.75,"3,743",
109/05/05,"4,472,020","191,983,296",42.90,43.25,42.60,43.00,+0.60,"1,892",
109/05/06,"3,821,160","163,420,710",42.70,43.20,42.30,42.80,-0.20,"1,647",
109/05/07,"3,797,532","164,313,279",43.10,43.50,42.80,43.10,+0.30,"1,918",
109/05/08,"3,810,896","166,505,447",43.40,44.00,43.20,43.60,+0.50,"2,305",
