日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,註記
109/01/02,"2,194,046","49,255,964",22.40,22.70,22.35,22.35, 0.00,883,
109/01/03,"4,062,196","88,940,377",22.45,22.45,21.60,21.75,-0.60,"1,506",
109/01/06,"1,884,930","40,630,730",21.75,21.75,21.40,21.60,-0.15,844,
109/01/07,"2,878,871","63,075,322",21.70,22.15,21.60,21.95,+0.35,"1,102",
109/01/08,"2,606,883","55,920,738",21.80,21.80,21.30,21.30,-0.65,"1,188",
109/01/09,"1,456,880","31,193,118",21.40,21.55,21.25,21.55,+0.25,655,
109/01/10,"708,846","15,214,603",21.55,21.60,21.35,21.50,-0.05,398,
109/01/13,"1,452,293","31,100,725",21.35,21.55,21.30,21.50, 0.00,563,
109/01/14,"1,555,707","33,744,845",21.55,21.80,21.55,21.65,+0.15,595,
109/01/15,"1,198,136","25,987,336",21.55,21.80,21.55,21.75,+0.10,553,
109/01/16,"1,065,016","23,098,391",21.75,21.80,21.60,21.75, 0.00,460,
109/01/17,"1,215,599","26,473,261",21.80,21.85,21.70,21.80,+0.05,502,
109/01/20,"1,271,244","27,783,920",21.85,21.95,21.75,21.95,+0.15,529,
109/01/30,"4,702,523","96,596,756",21.00,21.00,20.00,20.25,-1.70,"1,807",
109/01/31,"2,155,785","43,681,373",19.85,20.70,19.85,20.55,+0.30,910,
109/02/03,"2,277,468","46,053,162",20.00,20.55,19.70,20.55, 0.00,"1,023",
109/02/04,"1,163,394","24,102,503",20.60,20.85,20.45,20.75,+0.20,561,
109/02/05,"974,123","20,081,683",20.85,20.85,20.50,20.65,-0.10,523,
109/02/06,"1,134,599","23,476,632",20.60,20.80,20.55,20.65, 0.00,516,
109/02/07,"3,671,546","73,828,694",20.35,20.35,19.95,20.00,-0.65,"1,338",
109/02/10,"2,772,592","54,681,523",19.50,19.95,19.50,19.65,-0.35,"1,055",
109/02/11,"1,032,703","20,514,830",19.75,19.95,19.75,19.90,+0.25,534,
109/02/12,"979,141","19,550,697",19.90,20.10,19.80,19.95,+0.05,476,
109/02/13,"1,254,365","25,218,513",20.00,20.30,20.00,20.00,+0.05,473,
109/02/14,"651,422","13,119,975",20.05,20.20,20.05,20.20,+0.20,345,
109/02/17,"914,743","18,405,927",20.15,20.25,19.95,20.10,-0.10,368,
109/02/18,"928,755","18,806,870",20.10,20.40,20.05,20.30,+0.20,490,
109/02/19,"924,429","18,793,544",20.15,20.45,20.15,20.40,+0.10,557,
109/02/20,"1,303,695","26,383,864",20.45,20.50,20.05,20.20,-0.20,751,
109/02/21,"1,170,769","23,660,653",20.10,20.30,20.00,20.30,+0.10,819,
109/02/24,"1,373,766","27,723,515",20.10,20.30,20.05,20.20,-0.10,990,
109/02/25,"1,085,048","21,805,609",20.00,20.20,19.95,20.20, 0.00,663,
109/02/26,"1,238,317","24,894,468",20.00,20.20,20.00,20.10,-0.10,650,
109/02/27,"1,473,662","29,462,935",20.20,20.20,19.80,19.95,-0.15,675,
109/03/02,"2,105,346","41,609,681",19.25,20.05,19.20,19.85,-0.10,819,
109/03/03,"1,163,696","23,153,231",20.05,20.05,19.80,19.90,+0.05,480,
109/03/04,"839,272","16,648,943",19.95,19.95,19.70,19.90, 0.00,423,
109/03/05,"872,399","17,444,080",20.00,20.10,19.90,20.00,+0.10,474,
109/03/06,"932,124","18,446,805",19.95,19.95,19.70,19.85,-0.15,472,
109/03/09,"2,767,639","52,975,891",19.65,19.65,18.80,19.00,-0.85,"1,402",
109/03/10,"3,902,308","70,738,277",18.55,18.55,17.70,18.30,-0.70,"1,809",
109/03/11,"2,002,250","37,001,964",18.30,18.70,18.25,18.50,+0.20,"1,010",
109/03/12,"2,687,278","47,595,366",18.30,18.30,17.45,17.45,-1.05,"1,197",
109/03/13,"4,286,320","68,516,921",15.90,16.35,15.80,16.30,-1.15,"1,850",
109/03/16,"1,932,469","31,016,963",16.25,16.60,15.80,15.80,-0.50,"1,192",
109/03/17,"1,734,564","26,301,772",14.60,15.50,14.60,15.25,-0.55,915,
109/03/18,"1,748,006","26,519,790",15.50,15.50,14.85,14.90,-0.35,"1,004",
109/03/19,"4,177,289","57,903,919",14.60,14.65,13.50,13.50,-1.40,"1,682",
109/03/20,"8,163,871","113,173,793",14.00,14.85,13.30,13.30,-0.20,"1,499",
109/03/23,"6,107,236","79,435,710",12.80,13.40,12.55,13.25,-0.05,"2,076",
109/03/24,"3,800,443","52,777,439",13.50,14.25,13.50,14.10,+0.85,"1,424",
109/03/25,"2,706,843","40,026,231",14.50,15.20,14.40,15.05,+0.95,"1,204",
109/03/26,"3,775,070","56,341,750",15.25,15.25,14.70,15.00,-0.05,"1,174",
109/03/27,"4,716,407","71,655,690",15.15,15.60,15.05,15.10,+0.10,"1,179",
109/03/30,"2,076,805","31,012,141",14.95,15.15,14.75,15.10, 0.00,549,
109/03/31,"1,846,146","27,919,507",15.15,15.20,15.00,15.15,+0.05,417,
109/04/01,"1,168,143","17,602,960",15.15,15.15,14.90,15.10,-0.05,333,
109/04/06,"987,639","14,904,760",15.10,15.20,15.00,15.15,+0.05,334,
109/04/07,"2,415,909","37,010,546",15.25,15.45,15.20,15.45,+0.30,855,
109/04/08,"2,206,906","34,710,047",15.45,15.90,15.40,15.90,+0.45,796,
109/04/09,"1,509,924","24,073,984",15.95,16.10,15.80,15.80,-0.10,518,
109/04/10,"1,211,485","19,387,810",15.90,16.20,15.75,16.10,+0.30,430,
109/04/13,"1,081,841","17,394,408",16.10,16.20,15.90,16.00,-0.10,390,
109/04/14,"1,562,544","25,221,483",16.00,16.30,16.00,16.30,+0.30,460,
109/04/15,"2,473,214","41,248,213",16.40,16.80,16.40,16.70,+0.40,940,
109/04/16,"1,427,277","23,571,663",16.50,16.60,16.35,16.60,-0.10,568,
109/04/17,"1,838,098","30,717,403",16.85,16.95,16.50,16.60, 0.00,764,
109/04/20,"930,220","15,353,562",16.60,16.65,16.40,16.50,-0.10,422,
109/04/21,"1,850,622","29,853,642",16.45,16.45,15.85,16.10,-0.40,775,
109/04/22,"513,291","8,192,576",15.90,16.20,15.70,16.15,+0.05,220,
109/04/23,"793,432","12,824,796",16.20,16.40,16.05,16.20,+0.05,286,
109/04/24,"349,712","5,627,008",16.15,16.20,15.95,16.15,-0.05,191,
109/04/27,"974,636","15,943,009",16.20,16.50,16.15,16.45,+0.30,323,
109/04/28,"768,400","12,652,139",16.50,16.55,16.40,16.50,+0.05,251,
109/04/29,"1,127,731","18,739,052",16.50,16.70,16.50,16.65,+0.15,387,
109/04/30,"2,517,577","42,949,019",17.20,17.20,16.85,17.20,+0.55,806,
109/05/04,"1,136,303","19,082,851",16.85,16.90,16.65,16.85,-0.35,480,
109/05/05,"852,368","14,347,614",16.80,16.95,16.75,16.85, 0.00,277,
109/05/06,"988,245","16,472,186",16.85,16.85,16.55,16.70,-0.15,382,
109/05/07,"632,065","10,558,522",16.80,16.85,16.60,16.75,+0.05,269,
109/05/08,"761,787","12,800,465",16.85,16.85,16.75,16.80,+0.05,259,
109/05/11,"740,602","12,499,637",16.90,16.90,16.80,16.90,+0.10,266,
