日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,註記
109/01/02,"3,500,498","112,603,328",32.05,32.30,32.05,32.10,+0.05,"1,404",
109/01/03,"7,478,279","236,703,189",32.30,32.30,31.20,31.40,-0.70,"3,492",
109/01/06,"5,239,908","164,214,671",31.40,31.60,31.10,31.20,-0.20,"2,037",
109/01/07,"3,592,029","112,527,846",31.40,31.50,31.20,31.25,+0.05,"1,566",
109/01/08,"5,014,224","154,787,766",31.15,31.25,30.50,30.50,-0.75,"2,466",
109/01/09,"2,401,491","73,659,818",30.60,30.85,30.55,30.60,+0.10,"1,172",
109/01/10,"4,609,933","143,331,859",30.60,31.35,30.55,31.25,+0.65,"1,871",
109/01/13,"7,697,467","245,067,144",31.45,32.25,31.25,31.95,+0.70,"3,451",
109/01/14,"3,980,383","126,699,125",31.95,32.00,31.65,31.95, 0.00,"1,909",
109/01/15,"3,044,034","96,546,468",32.00,32.00,31.55,31.65,-0.30,"1,486",
109/01/16,"2,643,047","83,577,580",31.70,31.80,31.55,31.55,-0.10,"1,289",
109/01/17,"2,697,390","84,754,259",31.60,31.60,31.30,31.45,-0.10,"1,278",
109/01/20,"2,747,353","85,623,867",31.45,31.45,31.10,31.10,-0.35,"1,448",
109/01/30,"8,018,141","239,549,546",29.30,30.35,29.30,29.80,-1.30,"3,245",
109/01/31,"2,813,753","84,562,435",29.75,30.35,29.75,30.20,+0.40,"1,199",
109/02/03,"3,654,749","107,053,744",29.10,29.65,28.80,29.35,-0.85,"1,743",
109/02/04,"2,014,491","59,259,432",29.35,29.65,29.30,29.40,+0.05,"1,169",
109/02/05,"2,673,760","78,019,180",29.40,29.60,29.10,29.10,-0.30,"1,382",
109/02/06,"2,098,413","61,857,193",29.30,29.60,29.30,29.55,+0.45,"1,052",
109/02/07,"1,790,198","52,423,505",29.55,29.55,29.10,29.25,-0.30,968,
109/02/10,"1,628,980","47,428,011",29.10,29.35,28.90,29.15,-0.10,776,
109/02/11,"1,928,462","57,075,942",29.55,29.80,29.25,29.60,+0.45,851,
109/02/12,"2,234,769","66,574,698",29.70,29.95,29.50,29.85,+0.25,"1,096",
109/02/13,"3,400,614","103,008,636",30.00,30.50,30.00,30.15,+0.30,"1,847",
109/02/14,"2,733,728","83,225,551",30.30,30.60,30.25,30.45,+0.30,"1,576",
109/02/17,"2,501,144","76,240,840",30.50,30.65,30.30,30.60,+0.15,"1,386",
109/02/18,"3,918,139","121,464,089",30.80,31.25,30.75,30.90,+0.30,"2,119",
109/02/19,"2,178,101","67,663,725",31.20,31.25,30.95,31.10,+0.20,"1,221",
109/02/20,"2,400,755","74,517,469",31.15,31.25,30.85,30.95,-0.15,"1,206",
109/02/21,"4,538,013","142,049,102",31.15,31.50,31.05,31.40,+0.45,"2,319",
109/02/24,"2,576,344","80,550,045",31.30,31.45,31.20,31.20,-0.20,"1,325",
109/02/25,"3,259,361","101,177,661",30.50,31.35,30.50,31.30,+0.10,"1,596",
109/02/26,"6,757,928","213,372,261",31.00,31.95,30.90,31.65,+0.35,"2,897",
109/02/27,"9,222,970","290,183,470",31.95,32.00,30.90,30.90,-0.75,"3,709",
109/03/02,"7,670,681","239,607,907",30.60,31.50,30.50,31.40,+0.50,"2,617",
109/03/03,"6,624,851","207,217,911",31.80,31.90,30.90,31.00,-0.40,"3,291",
109/03/04,"3,422,101","105,426,306",31.00,31.00,30.60,31.00, 0.00,"1,507",
109/03/05,"4,850,228","149,100,166",31.00,31.00,30.60,30.75,-0.25,"1,763",
109/03/06,"8,204,439","245,983,670",30.50,30.50,29.75,30.00,-0.75,"3,347",
109/03/09,"6,409,614","191,174,308",29.50,30.00,29.45,29.90,-0.10,"2,122",
109/03/10,"7,387,055","220,915,600",29.30,30.50,29.30,30.05,+0.15,"2,201",
109/03/11,"10,329,643","314,193,709",30.05,30.90,29.95,30.35,+0.30,"3,296",
109/03/12,"10,391,874","310,237,638",30.00,30.20,29.30,30.00,-0.35,"3,099",
109/03/13,"14,087,852","397,964,167",29.00,29.10,27.00,28.40,-1.60,"5,570",
109/03/16,"6,995,778","198,487,203",28.45,28.70,28.00,28.05,-0.35,"3,079",
109/03/17,"7,571,875","205,940,657",27.00,27.80,26.35,27.45,-0.60,"2,802",
109/03/18,"6,036,008","164,799,848",27.45,27.70,26.85,26.85,-0.60,"2,665",
109/03/19,"11,817,738","292,707,597",26.35,26.35,24.20,24.20,-2.65,"3,782",
109/03/20,"10,135,575","256,272,505",24.65,25.85,24.65,25.65,+1.45,"3,577",
109/03/23,"3,124,559","78,404,505",25.00,25.55,24.20,25.30,-0.35,"1,431",
109/03/24,"6,128,757","164,586,344",26.50,27.50,25.90,26.70,+1.40,"2,524",
109/03/25,"4,694,170","128,940,622",28.00,28.00,27.00,27.20,+0.50,"2,050",
109/03/26,"2,647,155","71,354,194",27.40,27.45,26.65,27.10,-0.10,"1,090",
109/03/27,"5,729,474","154,550,265",27.00,27.35,26.70,26.70,-0.40,"1,896",
109/03/30,"3,137,351","82,822,454",26.20,26.85,26.10,26.70, 0.00,"1,346",
109/03/31,"4,717,851","124,967,081",27.00,27.15,25.90,26.90,+0.20,"2,338",
109/04/01,"10,391,802","263,942,398",26.20,26.70,24.75,25.00,-1.90,"5,099",
109/04/06,"6,735,236","163,254,824",25.05,25.05,23.80,24.30,-0.70,"2,855",
109/04/07,"5,749,748","139,813,800",24.60,24.75,24.00,24.10,-0.20,"2,904",
109/04/08,"8,598,968","210,111,700",24.05,24.90,23.80,24.80,+0.70,"3,653",
109/04/09,"9,360,962","233,803,375",24.85,25.40,24.45,25.40,+0.60,"4,216",
109/04/10,"7,563,220","193,035,307",25.40,25.75,25.35,25.40, 0.00,"3,698",
109/04/13,"3,251,260","82,322,399",25.40,25.60,25.05,25.25,-0.15,"1,504",
109/04/14,"4,099,813","104,538,559",25.25,25.60,25.25,25.55,+0.30,"1,524",
109/04/15,"7,918,648","205,703,254",25.95,26.30,25.60,26.15,+0.60,"3,485",
109/04/16,"4,224,107","108,760,250",26.00,26.00,25.60,25.70,-0.45,"2,091",
109/04/17,"5,335,783","137,400,561",26.00,26.05,25.50,25.50,-0.20,"2,074",
109/04/20,"4,720,118","122,939,472",25.60,26.30,25.55,26.25,+0.75,"2,060",
109/04/21,"5,676,868","145,582,605",26.00,26.10,25.35,25.55,-0.70,"2,622",
109/04/22,"2,970,500","74,373,147",24.75,25.50,24.70,25.50,-0.05,"1,257",
109/04/23,"2,731,496","69,574,019",25.50,25.95,25.20,25.20,-0.30,"1,436",
109/04/24,"4,527,396","115,141,822",25.10,25.75,24.95,25.40,+0.20,"1,889",
109/04/27,"9,175,905","239,510,791",25.55,26.40,25.50,26.40,+1.00,"3,772",
109/04/28,"5,203,026","137,552,977",26.70,26.90,26.20,26.30,-0.10,"2,497",
109/04/29,"5,335,165","140,870,976",26.30,26.60,26.25,26.30, 0.00,"2,153",
109/04/30,"6,970,028","185,479,985",26.60,26.80,26.40,26.65,+0.35,"2,761",
109/05/04,"12,364,292","335,508,327",26.40,27.70,26.25,27.50,+0.85,"4,811",
109/05/05,"7,155,018","195,927,781",27.50,27.70,27.20,27.40,-0.10,"3,180",
109/05/06,"4,622,527","125,653,021",27.25,27.45,27.05,27.05,-0.35,"2,196",
109/05/07,"3,739,170","101,900,003",27.05,27.40,27.05,27.35,+0.30,"1,709",
109/05/08,"6,023,807","163,227,039",27.40,27.50,26.90,26.95,-0.40,"2,325",
109/05/11,"4,682,681","128,646,705",27.10,27.75,27.00,27.50,+0.55,"1,976",
109/05/12,"6,074,959","163,383,185",27.35,27.35,26.60,26.80,-0.70,"2,555",
109/05/13,"2,810,425","74,948,931",26.60,26.80,26.50,26.80, 0.00,"1,183",
109/05/14,"5,388,432","141,244,382",26.60,26.65,25.80,25.80,-1.00,"2,553",
109/05/15,"4,228,333","108,969,856",26.00,26.15,25.55,25.55,-0.25,"1,753",
