日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,註記
109/01/02,"864,420","8,049,033",9.25,9.34,9.25,9.33,+0.08,431,
109/01/03,"944,112","8,810,051",9.33,9.38,9.29,9.34,+0.01,533,
109/01/06,"738,356","6,865,467",9.34,9.34,9.26,9.29,-0.05,403,
109/01/07,"797,427","7,379,116",9.26,9.30,9.20,9.28,-0.01,467,
109/01/08,"718,952","6,635,352",9.24,9.28,9.18,9.18,-0.10,374,
109/01/09,"584,250","5,382,459",9.19,9.27,9.19,9.19,+0.01,308,
109/01/10,"679,331","6,250,990",9.20,9.24,9.18,9.20,+0.01,366,
109/01/13,"637,526","5,861,081",9.18,9.23,9.13,9.19,-0.01,255,
109/01/14,"457,471","4,204,788",9.20,9.23,9.16,9.16,-0.03,309,
109/01/15,"414,009","3,794,274",9.16,9.20,9.15,9.19,+0.03,262,
109/01/16,"594,647","5,465,841",9.19,9.23,9.16,9.21,+0.02,334,
109/01/17,"359,155","3,312,980",9.21,9.24,9.20,9.24,+0.03,216,
109/01/20,"685,124","6,327,231",9.24,9.26,9.20,9.23,-0.01,290,
109/01/30,"2,636,014","23,875,634",9.10,9.15,8.85,9.02,-0.21,842,
109/01/31,"682,205","6,196,114",9.02,9.14,9.01,9.10,+0.08,290,
109/02/03,"1,457,315","13,191,034",9.04,9.10,8.91,9.05,-0.05,575,
109/02/04,"962,321","8,752,298",9.04,9.15,9.04,9.11,+0.06,261,
109/02/05,"547,417","4,994,408",9.11,9.18,9.09,9.13,+0.02,252,
109/02/06,"601,183","5,515,821",9.14,9.20,9.14,9.19,+0.06,282,
109/02/07,"574,816","5,264,105",9.18,9.20,9.12,9.13,-0.06,261,
109/02/10,"570,332","5,199,495",9.13,9.15,9.09,9.14,+0.01,224,
109/02/11,"521,894","4,786,879",9.14,9.19,9.14,9.18,+0.04,297,
109/02/12,"671,507","6,176,617",9.18,9.22,9.18,9.20,+0.02,292,
109/02/13,"688,123","6,338,369",9.22,9.25,9.18,9.20, 0.00,323,
109/02/14,"848,839","7,836,686",9.25,9.26,9.19,9.22,+0.02,324,
109/02/17,"339,000","3,119,053",9.22,9.24,9.15,9.20,-0.02,206,
109/02/18,"370,834","3,406,850",9.22,9.22,9.15,9.20, 0.00,212,
109/02/19,"551,894","5,082,687",9.20,9.23,9.16,9.22,+0.02,282,
109/02/20,"548,593","5,059,317",9.22,9.25,9.20,9.23,+0.01,282,
109/02/21,"1,029,246","9,493,126",9.22,9.25,9.19,9.24,+0.01,454,
109/02/24,"588,328","5,409,297",9.23,9.23,9.15,9.19,-0.05,320,
109/02/25,"920,084","8,382,975",9.12,9.19,9.06,9.14,-0.05,452,
109/02/26,"626,990","5,716,011",9.09,9.15,9.08,9.13,-0.01,229,
109/02/27,"998,127","9,056,627",9.14,9.16,9.03,9.07,-0.06,470,
109/03/02,"886,427","8,004,863",9.05,9.07,8.91,9.06,-0.01,516,
109/03/03,"775,536","7,054,769",9.06,9.12,9.06,9.10,+0.04,334,
109/03/04,"760,856","6,908,448",9.06,9.11,9.04,9.11,+0.01,241,
109/03/05,"456,408","4,166,751",9.11,9.15,9.11,9.15,+0.04,192,
109/03/06,"866,695","7,870,578",9.12,9.12,9.05,9.09,-0.06,367,
109/03/09,"2,171,415","19,600,225",9.09,9.09,9.00,9.03,-0.06,848,
109/03/10,"2,840,838","25,473,124",8.86,9.02,8.86,8.94,-0.09,741,
109/03/11,"1,585,963","14,384,937",8.94,9.16,8.94,9.00,+0.06,619,
109/03/12,"2,118,641","18,837,973",9.00,9.03,8.66,8.75,-0.25,937,
109/03/13,"3,911,306","31,894,908",8.05,8.52,7.94,8.52,-0.23,"1,417",
109/03/16,"2,762,461","23,264,589",8.52,8.52,8.32,8.35,-0.17,"1,005",
109/03/17,"3,508,055","28,446,730",7.98,8.33,7.94,8.04,-0.31,992,
109/03/18,"3,536,165","28,532,340",8.01,8.18,7.99,8.04, 0.00,"1,224",
109/03/19,"4,999,999","38,966,505",8.00,8.05,7.56,7.65,-0.39,"1,482",
109/03/20,"2,230,901","17,633,729",7.65,8.03,7.65,7.94,+0.29,711,
109/03/23,"1,205,391","9,484,324",7.71,7.94,7.71,7.87,-0.07,439,
109/03/24,"1,144,807","9,090,672",7.83,8.09,7.83,7.92,+0.05,592,
109/03/25,"1,548,851","12,339,008",8.02,8.03,7.92,7.94,+0.02,627,
109/03/26,"852,026","6,743,515",7.99,8.00,7.86,7.87,-0.07,451,
109/03/27,"701,928","5,560,547",7.87,7.97,7.87,7.90,+0.03,359,
109/03/30,"754,920","5,895,821",7.85,7.88,7.78,7.82,-0.08,334,
109/03/31,"1,151,753","9,041,394",7.84,7.94,7.77,7.77,-0.05,548,
109/04/01,"947,182","7,412,377",7.78,7.88,7.78,7.82,+0.05,504,
109/04/06,"1,322,681","10,314,306",7.82,7.85,7.74,7.77,-0.05,571,
109/04/07,"1,373,187","10,700,361",7.79,7.85,7.76,7.78,+0.01,574,
109/04/08,"1,947,799","15,205,286",7.78,7.84,7.78,7.83,+0.05,692,
109/04/09,"2,504,352","21,562,450",8.61,8.61,8.61,8.61,+0.78,563,
109/04/10,"6,875,498","61,665,061",9.00,9.20,8.69,8.92,+0.31,"2,117",
109/04/13,"2,930,061","25,286,495",8.88,8.88,8.51,8.55,-0.37,"1,034",
109/04/14,"2,061,799","17,723,680",8.60,8.69,8.50,8.57,+0.02,666,
109/04/15,"2,448,337","20,972,117",8.57,8.64,8.50,8.62,+0.05,"1,049",
