日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,註記
109/01/02,"8,890,485","433,140,140",48.10,49.00,48.05,48.90,+0.95,"4,391",
109/01/03,"9,353,803","455,310,088",49.90,49.90,48.10,48.80,-0.10,"4,368",
109/01/06,"8,721,686","419,891,979",48.50,48.50,47.90,48.30,-0.50,"3,638",
109/01/07,"8,580,403","413,615,684",48.15,48.50,47.85,48.35,+0.05,"3,585",
109/01/08,"7,750,971","374,685,630",47.90,48.55,47.85,48.55,+0.20,"3,273",
109/01/09,"6,330,170","308,785,176",48.55,49.00,48.50,48.95,+0.40,"2,860",
109/01/10,"5,072,608","246,529,325",48.95,48.95,48.45,48.60,-0.35,"1,956",
109/01/13,"7,605,485","371,924,777",48.85,49.15,48.65,48.95,+0.35,"3,218",
109/01/14,"7,663,581","374,720,243",48.90,49.05,48.75,49.00,+0.05,"2,760",
109/01/15,"7,897,581","384,291,572",48.90,49.15,48.35,48.50,-0.50,"2,932",
109/01/16,"5,450,749","263,996,818",48.45,48.65,48.30,48.50, 0.00,"2,607",
109/01/17,"4,042,780","197,102,895",48.60,48.95,48.50,48.85,+0.35,"1,962",
109/01/20,"4,890,759","238,200,797",49.00,49.00,48.60,48.70,-0.15,"2,052",
109/01/30,"28,286,462","1,296,484,683",46.30,46.70,44.70,44.90,-3.80,"9,267",
109/01/31,"17,190,749","780,519,790",45.20,45.90,45.05,45.15,+0.25,"7,035",
109/02/03,"14,750,980","651,863,000",43.70,45.10,42.65,45.00,-0.15,"6,778",
109/02/04,"12,717,585","575,641,614",45.40,45.65,44.55,45.50,+0.50,"3,837",
109/02/05,"11,926,255","539,346,566",45.50,45.50,44.90,45.10,-0.40,"4,030",
109/02/06,"8,615,760","394,476,805",45.20,46.05,45.20,45.95,+0.85,"2,472",
109/02/07,"7,168,123","326,534,591",45.35,45.95,45.20,45.80,-0.15,"3,140",
109/02/10,"6,818,988","310,639,241",45.30,46.00,45.00,45.80, 0.00,"2,205",
109/02/11,"5,592,624","256,662,315",45.70,46.00,45.50,46.00,+0.20,"2,152",
109/02/12,"5,974,096","274,898,166",46.00,46.30,45.75,46.10,+0.10,"2,206",
109/02/13,"7,882,296","365,098,767",46.00,46.45,45.85,46.45,+0.35,"2,358",
109/02/14,"9,165,278","428,069,594",46.35,46.95,46.20,46.95,+0.50,"4,195",
109/02/17,"5,510,177","257,209,012",46.60,46.95,46.35,46.95, 0.00,"1,825",
109/02/18,"5,737,885","269,788,665",46.50,47.35,46.50,47.35,+0.40,"2,498",
109/02/19,"4,222,287","199,683,135",47.30,47.45,47.15,47.20,-0.15,"1,994",
109/02/20,"10,395,368","480,891,977",47.00,47.20,45.85,46.15,-1.05,"4,460",
109/02/21,"8,108,780","372,672,977",46.05,46.50,45.45,46.25,+0.10,"3,234",
109/02/24,"8,537,295","390,838,770",45.65,46.25,45.30,46.15,-0.10,"3,364",
109/02/25,"18,606,637","836,261,315",45.05,45.25,44.80,44.85,-1.30,"6,414",
109/02/26,"13,691,964","606,012,337",44.10,44.80,43.75,44.30,-0.55,"6,099",
109/02/27,"11,306,775","501,900,657",44.25,45.05,44.05,44.35,+0.05,"3,536",
109/03/02,"15,205,546","665,152,354",43.00,44.45,43.00,43.90,-0.45,"6,515",
109/03/03,"19,215,183","838,368,557",44.15,44.50,43.10,43.10,-0.80,"6,799",
109/03/04,"7,594,926","329,669,525",43.10,43.65,43.05,43.40,+0.30,"3,100",
109/03/05,"5,738,844","249,897,168",43.50,43.75,43.40,43.55,+0.15,"2,564",
109/03/06,"7,562,483","328,848,946",43.55,43.70,43.25,43.65,+0.10,"3,793",
109/03/09,"10,254,853","443,496,946",43.15,43.60,42.95,43.20,-0.45,"4,068",
109/03/10,"13,476,529","569,864,914",42.80,43.50,41.50,42.00,-1.20,"4,905",
109/03/11,"12,100,948","515,645,034",42.00,43.25,41.85,42.55,+0.55,"5,646",
109/03/12,"15,453,135","643,959,266",42.30,42.35,41.40,41.40,-1.15,"5,816",
109/03/13,"19,503,092","773,682,622",38.70,41.20,38.65,41.00,-0.40,"7,761",
109/03/16,"13,706,288","548,372,466",41.00,41.00,39.80,39.80,-1.20,"5,530",
109/03/17,"18,330,938","711,519,261",39.65,39.80,38.25,38.25,-1.55,"7,766",
109/03/18,"10,728,627","408,137,154",38.20,38.75,37.50,37.50,-0.75,"5,016",
109/03/19,"19,288,242","694,650,971",35.55,36.95,35.20,35.65,-1.85,"8,452",
109/03/20,"13,882,250","528,993,650",36.05,39.20,36.00,39.20,+3.55,"6,672",
109/03/23,"16,255,845","621,925,379",37.10,39.40,36.50,38.10,-1.10,"6,322",
109/03/24,"10,985,520","433,968,090",39.50,40.00,38.95,39.00,+0.90,"4,290",
109/03/25,"7,808,915","309,277,093",39.80,40.30,39.15,39.20,+0.20,"4,043",
109/03/26,"8,562,141","334,072,169",39.50,39.55,38.60,38.80,-0.40,"3,631",
109/03/27,"9,776,215","381,815,085",39.40,39.50,38.70,38.70,-0.10,"4,043",
109/03/30,"7,208,843","281,143,393",38.50,39.65,37.75,39.10,+0.40,"3,301",
109/03/31,"9,009,076","354,975,332",39.15,39.65,39.15,39.40,+0.30,"3,329",
109/04/01,"10,980,751","428,112,039",39.50,39.60,38.60,38.60,-0.80,"4,790",
109/04/06,"8,446,441","328,389,770",39.00,39.20,38.10,39.05,+0.45,"3,306",
109/04/07,"12,131,291","483,623,294",39.40,40.30,39.30,39.90,+0.85,"4,630",
109/04/08,"18,093,683","756,367,736",40.00,42.60,40.00,42.00,+2.10,"12,573",
109/04/09,"9,348,546","390,888,832",42.05,42.20,41.35,42.00, 0.00,"4,909",
109/04/10,"3,657,117","153,602,415",41.70,42.15,41.65,42.15,+0.15,"1,929",
109/04/13,"3,744,404","156,940,431",42.00,42.05,41.60,41.90,-0.25,"2,034",
109/04/14,"8,964,502","381,364,867",41.90,43.05,41.85,42.70,+0.80,"4,739",
109/04/15,"9,753,251","420,203,561",43.00,43.35,42.75,43.35,+0.65,"4,613",
109/04/16,"6,691,404","289,303,265",42.80,43.65,42.65,43.25,-0.10,"3,698",
109/04/17,"10,307,736","447,066,857",43.30,43.60,43.00,43.50,+0.25,"4,317",
109/04/20,"4,017,937","174,401,960",43.10,43.65,43.05,43.35,-0.15,"1,873",
