日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,註記
109/01/02,"13,304,479","296,950,177",22.40,22.40,22.25,22.35,-0.05,"4,964",
109/01/03,"17,305,776","387,256,043",22.35,22.45,22.30,22.45,+0.10,"5,833",
109/01/06,"25,122,532","559,229,520",22.45,22.45,22.15,22.25,-0.20,"8,233",
109/01/07,"23,433,012","522,613,880",22.25,22.40,22.20,22.35,+0.10,"6,612",
109/01/08,"34,392,341","763,803,608",22.25,22.25,22.10,22.25,-0.10,"7,369",
109/01/09,"23,072,240","513,647,010",22.25,22.35,22.20,22.30,+0.05,"4,550",
109/01/10,"24,460,745","544,608,418",22.30,22.40,22.15,22.25,-0.05,"6,723",
109/01/13,"26,002,400","580,500,038",22.35,22.50,22.20,22.50,+0.25,"8,504",
109/01/14,"35,947,690","809,737,262",22.50,22.60,22.45,22.60,+0.10,"7,699",
109/01/15,"33,337,659","754,642,221",22.70,22.75,22.50,22.70,+0.10,"7,825",
109/01/16,"22,443,307","506,345,733",22.65,22.70,22.50,22.60,-0.10,"8,114",
109/01/17,"17,771,153","400,835,616",22.65,22.65,22.45,22.60, 0.00,"7,052",
109/01/20,"32,131,541","729,828,427",22.60,22.90,22.60,22.90,+0.30,"9,630",
109/01/30,"105,917,554","2,355,337,413",22.55,22.55,22.00,22.00,-0.90,"22,206",
109/01/31,"56,609,172","1,248,493,002",22.00,22.25,21.95,22.05,+0.05,"10,244",
109/02/03,"41,522,634","905,434,348",21.60,21.95,21.50,21.95,-0.10,"8,325",
109/02/04,"43,992,077","972,976,845",21.90,22.30,21.90,22.30,+0.35,"6,800",
109/02/05,"27,399,395","610,707,345",22.20,22.40,22.10,22.40,+0.10,"4,920",
109/02/06,"23,983,939","537,894,606",22.40,22.50,22.35,22.50,+0.10,"6,081",
109/02/07,"31,906,792","715,899,419",22.40,22.50,22.35,22.50, 0.00,"5,068",
109/02/10,"29,232,982","656,230,646",22.40,22.50,22.35,22.50, 0.00,"5,832",
109/02/11,"19,638,667","442,308,552",22.50,22.55,22.40,22.55,+0.05,"5,681",
109/02/12,"36,229,145","819,456,762",22.50,22.75,22.50,22.65,+0.10,"7,558",
109/02/13,"24,941,107","567,308,523",22.65,22.80,22.60,22.80,+0.15,"6,124",
109/02/14,"14,428,746","328,832,463",22.75,22.85,22.75,22.80, 0.00,"4,295",
109/02/17,"45,878,889","1,048,123,784",22.80,22.95,22.70,22.95,+0.15,"7,264",
109/02/18,"44,621,770","1,027,716,474",22.95,23.10,22.85,23.10,+0.15,"7,062",
109/02/19,"37,229,590","863,626,718",23.20,23.30,23.00,23.30,+0.20,"9,085",
109/02/20,"44,025,624","1,029,962,295",23.30,23.45,23.25,23.45,+0.15,"7,439",
109/02/21,"28,376,526","659,403,792",23.35,23.45,23.10,23.20,-0.25,"7,567",
109/02/24,"35,463,325","811,536,353",23.00,23.00,22.70,22.85,-0.35,"8,635",
109/02/25,"30,031,348","682,484,847",22.65,22.80,22.60,22.80,-0.05,"7,876",
109/02/26,"42,043,614","952,625,421",22.55,22.80,22.55,22.80, 0.00,"7,100",
109/02/27,"46,866,541","1,062,476,705",22.70,22.80,22.55,22.70,-0.10,"7,266",
109/03/02,"61,067,923","1,358,463,487",22.10,22.45,22.00,22.25,-0.45,"13,026",
109/03/03,"48,984,294","1,103,219,899",22.35,22.65,22.35,22.55,+0.30,"11,882",
109/03/04,"37,172,030","837,090,269",22.45,22.60,22.40,22.55, 0.00,"5,495",
109/03/05,"38,086,159","864,905,715",22.70,22.85,22.55,22.85,+0.30,"7,880",
109/03/06,"48,583,007","1,091,043,528",22.75,22.80,22.30,22.40,-0.45,"11,834",
109/03/09,"85,760,208","1,879,259,732",22.00,22.10,21.75,21.80,-0.60,"23,375",
109/03/10,"84,712,457","1,826,219,008",21.50,21.70,21.40,21.55,-0.25,"18,966",
109/03/11,"87,372,906","1,871,531,560",21.50,21.60,21.30,21.35,-0.20,"18,865",
109/03/12,"88,864,211","1,832,673,326",21.05,21.05,20.40,20.50,-0.85,"23,327",
109/03/13,"169,063,828","3,229,931,344",19.00,19.80,18.60,19.65,-0.85,"44,167",
109/03/16,"104,731,939","2,011,321,104",19.50,19.50,19.00,19.05,-0.60,"26,681",
109/03/17,"113,863,406","2,098,766,234",18.45,18.75,18.30,18.35,-0.70,"30,625",
109/03/18,"90,387,788","1,632,454,892",18.25,18.30,17.90,17.95,-0.40,"27,274",
109/03/19,"120,667,927","2,025,213,284",17.50,17.55,16.30,16.30,-1.65,"38,022",
109/03/20,"133,394,613","2,276,621,951",16.55,17.40,16.55,17.10,+0.80,"25,013",
109/03/23,"108,187,738","1,757,930,062",16.35,16.45,16.05,16.15,-0.95,"35,164",
109/03/24,"82,306,075","1,380,785,936",16.75,17.05,16.60,16.60,+0.45,"17,570",
109/03/25,"81,773,053","1,433,672,294",17.30,17.80,17.30,17.50,+0.90,"20,070",
109/03/26,"59,751,163","1,034,926,555",17.55,17.70,17.05,17.30,-0.20,"13,341",
109/03/27,"74,791,081","1,332,974,232",17.80,17.95,17.65,17.90,+0.60,"16,835",
109/03/30,"54,418,539","966,721,710",17.50,18.15,17.35,17.90, 0.00,"10,880",
109/03/31,"55,664,105","999,135,840",18.15,18.30,17.70,17.90, 0.00,"11,613",
109/04/01,"34,452,934","612,164,844",17.75,17.90,17.70,17.75,-0.15,"10,450",
