日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,註記
109/01/02,"3,161,290","277,053,060",87.70,87.90,87.50,87.70,+0.20,"1,953",
109/01/03,"3,974,444","350,200,845",88.00,88.70,87.50,88.60,+0.90,"2,501",
109/01/06,"4,392,111","390,287,421",88.80,89.50,88.50,88.50,-0.10,"2,523",
109/01/07,"5,356,849","469,982,811",88.80,88.90,87.30,87.40,-1.10,"2,916",
109/01/08,"5,187,170","450,370,790",87.30,87.40,86.60,86.60,-0.80,"3,450",
109/01/09,"2,376,641","206,970,778",87.00,87.80,86.60,87.20,+0.60,"1,526",
109/01/10,"3,401,870","295,774,917",87.10,87.50,86.60,87.10,-0.10,"2,005",
109/01/13,"3,248,865","284,041,513",87.30,87.70,87.20,87.50,+0.40,"2,174",
109/01/14,"3,782,226","331,367,729",87.50,87.90,87.40,87.90,+0.40,"2,111",
109/01/15,"4,101,126","358,016,361",87.80,87.80,87.00,87.30,-0.60,"2,057",
109/01/16,"1,863,845","162,357,022",87.10,87.30,87.00,87.20,-0.10,"1,233",
109/01/17,"3,089,793","271,473,284",87.50,88.00,87.50,88.00,+0.80,"1,811",
109/01/20,"3,587,294","317,455,929",88.10,88.90,88.10,88.20,+0.20,"2,327",
109/01/30,"13,974,469","1,192,992,732",86.50,86.50,84.70,84.70,-3.50,"7,691",
109/01/31,"6,492,377","552,323,113",84.70,85.90,84.70,84.90,+0.20,"3,526",
109/02/03,"6,467,054","540,449,248",83.70,84.50,82.10,83.80,-1.10,"3,628",
109/02/04,"5,325,485","445,991,761",83.50,84.30,83.00,83.50,-0.30,"3,125",
109/02/05,"7,235,889","597,585,887",83.20,83.20,82.10,82.50,-1.00,"4,675",
109/02/06,"7,903,463","663,550,640",83.00,85.10,82.50,84.30,+1.80,"3,845",
109/02/07,"3,157,929","264,123,036",83.50,84.10,82.50,84.00,-0.30,"2,256",
109/02/10,"2,840,265","237,671,365",83.50,84.00,83.10,83.90,-0.10,"1,751",
109/02/11,"2,094,487","175,885,236",83.90,84.20,83.50,83.90, 0.00,"1,264",
109/02/12,"2,803,484","237,367,240",83.90,85.00,83.90,84.90,+1.00,"1,909",
109/02/13,"3,266,716","278,454,711",84.90,85.60,84.90,85.40,+0.50,"1,547",
109/02/14,"2,105,289","179,554,170",85.30,85.50,85.10,85.20,-0.20,"1,201",
109/02/17,"2,097,947","178,107,095",85.10,85.10,84.70,84.70,-0.50,"1,206",
109/02/18,"3,501,980","295,682,477",84.40,84.90,84.20,84.70, 0.00,"1,735",
109/02/19,"3,098,342","264,608,595",85.00,85.80,84.80,85.40,+0.70,"1,897",
109/02/20,"3,863,877","327,846,743",85.50,85.60,84.30,84.40,-1.00,"2,204",
109/02/21,"2,326,481","196,875,377",84.30,85.60,84.30,84.40, 0.00,"1,449",
109/02/24,"6,259,948","522,478,020",84.00,84.10,83.10,83.10,-1.30,"3,665",
109/02/25,"6,259,794","517,148,502",82.80,82.90,82.40,82.60,-0.50,"3,907",
109/02/26,"10,874,852","885,974,464",82.00,82.10,81.20,81.20,-1.40,"6,262",
109/02/27,"6,508,558","531,069,420",81.20,82.20,81.00,82.20,+1.00,"2,805",
109/04/01,"7,105,286","474,242,721",67.40,67.70,66.20,66.20,-0.80,"4,019",
109/04/06,"7,492,215","507,855,017",68.40,69.00,67.00,68.00,+1.80,"4,021",
109/04/07,"9,088,300","631,559,100",69.60,69.90,69.10,69.90,+1.90,"5,044",
109/04/08,"7,504,213","528,864,267",69.90,71.00,69.40,70.90,+1.00,"4,104",
109/04/09,"6,120,201","433,457,171",71.00,71.60,70.20,70.60,-0.30,"3,460",
109/04/10,"5,620,005","398,455,746",70.50,71.40,70.30,71.00,+0.40,"3,105",
109/04/13,"4,101,839","288,311,033",70.50,70.60,70.00,70.00,-1.00,"2,714",
109/04/14,"7,363,657","524,676,355",70.50,71.60,70.10,71.40,+1.40,"3,612",
109/04/15,"7,049,866","505,656,778",71.50,72.20,71.40,72.00,+0.60,"4,388",
109/04/16,"7,817,552","553,901,815",71.00,71.20,70.50,70.80,-1.20,"4,061",
109/04/17,"7,377,945","528,040,555",71.40,72.40,70.80,71.10,+0.30,"4,234",
109/04/20,"6,056,145","426,322,109",71.00,71.10,70.10,70.30,-0.80,"3,219",
109/04/21,"9,550,668","660,244,463",69.90,70.00,68.50,68.90,-1.40,"6,069",
109/04/22,"7,001,216","477,874,536",68.40,68.90,67.70,68.30,-0.60,"4,931",
109/04/23,"8,206,717","565,372,800",68.40,70.20,68.30,68.70,+0.40,"4,480",
109/04/24,"5,601,988","383,188,855",68.70,69.10,68.20,68.30,-0.40,"3,290",
109/04/27,"8,679,187","609,312,339",69.70,70.90,69.40,70.20,+1.90,"4,704",
109/04/28,"4,982,731","350,451,766",70.70,70.80,70.10,70.40,+0.20,"2,183",
109/04/29,"9,029,030","645,709,060",70.60,72.00,70.60,71.80,+1.40,"5,015",
109/04/30,"15,201,627","1,140,789,681",72.60,76.60,72.60,75.90,+4.10,"8,607",
109/05/04,"12,367,336","900,169,639",71.90,73.50,71.90,72.90,-3.00,"6,828",
109/05/05,"5,953,629","435,236,723",73.40,73.90,72.50,72.80,-0.10,"3,435",
109/05/06,"6,581,626","479,412,498",73.10,73.40,72.20,72.60,-0.20,"3,362",
109/05/07,"5,924,361","431,433,511",72.50,73.30,72.40,72.80,+0.20,"3,076",
109/05/08,"6,301,179","464,293,746",73.70,73.90,73.30,73.70,+0.90,"3,327",
109/05/11,"7,704,787","578,482,057",75.00,75.90,74.50,74.70,+1.00,"4,406",
109/05/12,"7,441,739","547,164,486",74.10,74.20,73.30,73.40,-1.30,"4,349",
109/05/13,"4,342,288","318,172,645",73.20,73.90,72.80,73.90,+0.50,"2,628",
109/05/14,"5,895,066","428,732,775",73.40,73.40,72.50,72.60,-1.30,"3,687",
109/05/15,"4,802,953","348,252,763",73.10,73.30,72.00,72.30,-0.30,"2,877",
109/05/18,"5,125,519","370,173,092",71.50,72.80,71.50,72.10,-0.20,"3,014",
109/05/19,"7,811,135","572,758,406",73.50,74.00,72.80,73.20,+1.10,"3,879",
109/05/20,"5,369,645","393,389,958",73.50,73.60,72.90,73.20, 0.00,"2,581",
109/05/21,"4,594,577","337,852,213",73.20,73.80,73.20,73.70,+0.50,"2,320",
109/05/22,"7,423,717","539,325,999",73.20,73.40,72.20,72.20,-1.50,"4,008",
109/05/25,"7,189,283","513,450,941",72.30,72.40,70.80,71.90,-0.30,"4,304",
109/05/26,"5,753,369","419,953,055",72.20,73.50,71.90,72.70,+0.80,"2,874",
109/05/27,"3,169,823","230,569,079",72.90,73.30,72.40,72.60,-0.10,"1,907",
109/05/28,"5,010,710","362,416,285",72.90,73.20,71.70,72.00,-0.60,"2,428",
109/05/29,"11,795,161","848,814,004",71.90,72.50,71.50,72.00, 0.00,"2,601",
109/06/01,"5,101,508","372,364,513",73.00,73.50,72.50,72.50,+0.50,"2,870",
109/06/02,"3,364,268","245,679,317",73.00,73.30,72.50,73.20,+0.70,"1,879",
109/06/03,"11,120,773","826,642,475",73.90,75.00,73.70,74.90,+1.70,"5,959",
109/06/04,"7,069,874","529,511,309",75.50,75.70,74.40,75.10,+0.20,"3,694",
109/06/05,"7,201,286","541,744,082",75.20,75.60,74.70,75.60,+0.50,"3,510",
109/06/08,"11,313,524","863,462,448",76.10,76.80,75.70,76.80,+1.20,"6,444",
109/06/09,"7,712,017","592,039,687",76.80,77.00,76.00,77.00,+0.20,"4,528",
109/06/10,"7,800,572","600,868,692",77.00,77.30,76.40,77.10,+0.10,"3,803",
109/06/11,"10,633,956","806,998,641",76.80,77.00,74.90,75.30,-1.80,"6,082",
109/06/12,"8,577,773","633,160,671",73.10,74.50,73.00,74.20,-1.10,"4,588",
109/06/15,"8,179,693","603,075,017",74.00,74.40,73.20,73.20,-1.00,"4,672",
109/06/16,"6,931,623","512,479,338",73.50,74.40,73.50,73.90,+0.70,"3,223",
109/06/17,"6,227,931","460,354,262",73.80,74.70,73.50,73.90, 0.00,"3,779",
109/06/18,"5,933,613","437,695,473",74.00,74.10,73.50,73.80,-0.10,"2,747",
109/06/19,"14,625,138","1,072,628,424",73.60,73.80,73.10,73.10,-0.70,"4,904",
109/06/22,"10,492,023","779,193,690",74.00,75.00,73.50,74.10,+1.00,"4,665",
109/06/23,"11,191,463","838,008,246",74.50,75.40,74.10,75.00,+0.90,"5,178",
109/06/24,"11,953,692","902,264,763",75.30,75.80,75.10,75.50,+0.50,"4,417",
109/06/29,"15,600,819","1,169,879,644",75.10,75.30,74.10,75.00,-0.50,"4,884",
109/06/30,"14,456,021","1,092,184,044",75.50,75.70,75.30,75.70,+0.70,"4,561",
109/07/01,"12,682,996","914,224,775",71.50,73.00,71.50,72.50,X0.00,"4,394",
109/07/02,"3,865,354","282,175,357",72.70,73.40,72.60,72.80,+0.30,"2,161",
109/07/03,"3,377,711","247,821,199",73.70,73.80,73.00,73.40,+0.60,"1,893",
109/07/06,"5,800,867","426,042,004",73.70,73.80,73.20,73.30,-0.10,"2,557",
109/07/07,"6,796,426","494,817,098",73.40,73.60,72.50,72.70,-0.60,"3,224",
109/07/08,"5,986,400","433,427,310",72.60,72.90,72.20,72.30,-0.40,"2,716",
109/07/09,"5,106,855","368,310,983",72.30,72.50,72.00,72.00,-0.30,"2,393",
109/07/10,"8,239,781","586,282,550",71.80,71.90,70.80,71.00,-1.00,"3,868",
109/07/13,"4,864,844","346,347,143",71.20,71.60,71.00,71.00, 0.00,"2,319",
109/07/14,"4,150,123","294,829,832",71.00,71.20,70.90,71.00, 0.00,"2,138",
109/07/15,"5,313,264","377,986,349",71.30,71.50,70.80,71.40,+0.40,"2,672",
109/07/16,"4,075,088","292,148,630",71.90,71.90,71.40,71.60,+0.20,"2,151",
109/07/17,"4,290,394","306,557,911",72.40,72.40,71.00,71.00,-0.60,"2,142",
109/07/20,"3,359,405","237,688,955",71.00,71.10,70.50,71.00, 0.00,"1,834",
109/07/21,"4,217,897","301,602,314",71.60,71.70,71.20,71.40,+0.40,"1,891",
109/07/22,"3,754,937","268,460,580",71.60,71.90,71.30,71.40, 0.00,"1,618",
109/07/23,"4,145,587","293,316,584",71.10,71.20,70.50,70.60,-0.80,"2,191",
109/07/24,"6,805,554","476,535,272",70.30,70.70,69.70,69.80,-0.80,"3,692",
109/07/27,"9,191,873","632,534,029",69.70,69.80,68.40,68.40,-1.40,"4,471",
109/07/28,"9,945,789","671,094,152",67.50,67.70,67.30,67.50,-0.90,"5,651",
109/07/29,"7,250,764","489,818,369",67.10,68.50,67.10,67.30,-0.20,"4,725",
109/07/30,"5,084,131","343,605,993",68.00,68.10,67.30,67.80,+0.50,"2,503",
109/07/31,"5,349,677","361,486,836",67.60,68.00,67.40,67.40,-0.40,"2,531",
109/08/03,"8,334,780","556,197,887",67.40,67.50,66.50,66.60,-0.80,"4,483",
109/08/04,"3,728,844","249,016,445",66.70,67.00,66.60,67.00,+0.40,"2,155",
109/08/05,"4,204,442","285,155,751",67.00,68.40,67.00,68.20,+1.20,"2,606",
109/08/06,"5,741,738","395,025,936",68.70,69.40,68.20,68.60,+0.40,"3,390",
109/08/07,"5,155,103","356,530,919",68.60,69.40,68.60,69.10,+0.50,"2,349",
109/08/10,"4,728,467","330,661,957",69.70,70.80,69.10,70.70,+1.60,"2,517",
109/08/11,"6,268,465","446,496,234",71.10,71.70,70.90,71.00,+0.30,"3,131",
109/08/12,"4,480,466","316,344,513",71.10,71.40,69.90,70.70,-0.30,"2,213",
109/08/13,"4,165,921","296,270,230",71.30,71.40,70.70,71.40,+0.70,"1,761",
109/08/14,"2,913,672","207,455,294",70.80,71.50,70.60,71.50,+0.10,"1,462",
109/08/17,"5,371,021","386,394,283",71.50,72.30,71.50,72.30,+0.80,"2,363",
109/08/18,"3,778,499","272,071,015",72.30,72.50,71.80,72.00,-0.30,"1,627",
109/08/19,"3,292,344","235,844,207",72.00,72.30,71.20,71.20,-0.80,"2,009",
109/08/20,"6,529,767","455,405,590",70.90,71.00,69.00,69.30,-1.90,"3,474",
109/08/21,"4,201,597","293,978,682",70.40,70.50,69.60,70.00,+0.70,"2,353",
109/08/24,"3,044,053","212,232,676",70.10,70.20,69.50,69.50,-0.50,"1,490",
109/08/25,"3,954,340","276,548,200",69.50,70.60,69.50,69.80,+0.30,"2,261",
109/08/26,"3,430,869","239,955,470",70.10,70.20,69.70,70.20,+0.40,"2,186",
109/08/27,"3,052,593","212,291,730",70.00,70.30,69.30,69.50,-0.70,"1,967",
109/08/28,"3,199,429","222,289,130",69.20,70.00,69.10,69.90,+0.40,"2,000",
