日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,註記
109/01/02,"4,953,219","103,084,899",20.75,20.85,20.75,20.85,+0.10,"1,707",
109/01/03,"7,364,185","153,510,917",20.85,20.90,20.80,20.90,+0.05,"2,711",
109/01/06,"7,844,125","163,226,549",20.85,20.90,20.75,20.75,-0.15,"2,843",
109/01/07,"5,554,129","115,237,048",20.75,20.80,20.70,20.75, 0.00,"2,164",
109/01/08,"10,980,676","227,046,011",20.70,20.75,20.65,20.65,-0.10,"4,451",
109/01/09,"6,648,291","138,020,562",20.70,20.85,20.70,20.75,+0.10,"2,141",
109/01/10,"6,829,123","142,283,376",20.80,20.90,20.80,20.85,+0.10,"2,189",
109/01/13,"11,666,627","244,473,317",20.90,21.00,20.85,21.00,+0.15,"3,268",
109/01/14,"10,673,666","224,428,476",21.00,21.05,21.00,21.05,+0.05,"3,625",
109/01/15,"12,112,431","255,620,790",21.05,21.15,21.05,21.15,+0.10,"3,383",
109/01/16,"5,096,782","107,686,270",21.15,21.15,21.10,21.15, 0.00,"1,958",
109/01/17,"7,554,701","160,169,445",21.15,21.25,21.15,21.25,+0.10,"2,549",
109/01/20,"13,973,120","299,072,793",21.25,21.50,21.25,21.50,+0.25,"3,977",
109/01/30,"47,020,672","976,016,903",20.65,20.95,20.60,20.60,-0.90,"18,344",
109/01/31,"23,589,563","491,330,819",20.60,20.95,20.60,20.80,+0.20,"6,463",
109/02/03,"26,627,024","547,489,147",20.50,20.70,20.35,20.70,-0.10,"8,824",
109/02/04,"18,608,143","387,173,212",20.70,20.95,20.65,20.85,+0.15,"4,503",
109/02/05,"15,059,216","315,051,066",20.90,21.05,20.65,21.00,+0.15,"3,904",
109/02/06,"14,543,369","307,368,281",21.05,21.20,21.00,21.20,+0.20,"3,074",
109/02/07,"16,672,311","352,042,056",21.05,21.20,21.00,21.20, 0.00,"3,599",
109/02/10,"11,321,087","238,859,667",21.00,21.20,20.95,21.20, 0.00,"2,899",
109/02/11,"11,031,954","234,376,419",21.20,21.30,21.20,21.25,+0.05,"2,886",
109/02/12,"12,300,492","260,852,859",21.20,21.30,21.15,21.15,-0.10,"3,890",
109/02/13,"8,865,245","188,123,239",21.15,21.25,21.15,21.25,+0.10,"2,724",
109/02/14,"6,688,493","141,983,665",21.15,21.30,21.15,21.30,+0.05,"2,218",
109/02/17,"7,735,583","164,322,708",21.15,21.30,21.15,21.30, 0.00,"2,865",
109/02/18,"8,102,476","172,287,152",21.20,21.35,21.15,21.35,+0.05,"2,448",
109/02/19,"12,037,040","257,986,138",21.30,21.50,21.30,21.50,+0.15,"3,635",
109/02/20,"15,044,317","323,509,562",21.50,21.65,21.35,21.40,-0.10,"4,732",
109/02/21,"12,019,098","256,172,889",21.40,21.50,21.25,21.25,-0.15,"3,980",
109/02/24,"16,222,527","341,909,903",21.10,21.15,21.00,21.05,-0.20,"6,354",
109/02/25,"14,650,563","306,781,873",20.90,21.00,20.85,20.95,-0.10,"5,627",
109/02/26,"17,312,617","361,293,966",20.85,20.95,20.80,20.85,-0.10,"5,156",
109/02/27,"19,641,671","409,749,110",20.80,20.95,20.80,20.95,+0.10,"5,381",
109/03/02,"28,893,006","596,001,533",20.55,20.75,20.55,20.60,-0.35,"10,040",
109/03/03,"13,811,923","286,491,686",20.80,20.85,20.65,20.70,+0.10,"4,953",
109/03/04,"10,701,874","222,133,858",20.65,20.85,20.60,20.85,+0.15,"2,666",
109/03/05,"6,947,055","145,448,334",20.85,21.00,20.85,21.00,+0.15,"2,208",
109/03/06,"15,823,204","328,145,994",20.95,20.95,20.65,20.70,-0.30,"6,047",
109/03/09,"39,310,113","803,245,572",20.60,20.60,20.35,20.35,-0.35,"14,650",
109/03/10,"33,957,507","683,084,285",20.00,20.35,20.00,20.30,-0.05,"10,070",
109/03/11,"20,454,716","415,425,318",20.30,20.45,20.20,20.30, 0.00,"7,025",
109/03/12,"56,459,112","1,116,590,027",20.10,20.10,19.60,19.60,-0.70,"22,971",
109/03/13,"69,977,173","1,288,851,987",18.70,19.10,18.05,18.95,-0.65,"24,216",
109/03/16,"46,237,829","850,538,735",18.65,18.80,18.15,18.15,-0.80,"17,755",
109/03/17,"64,774,594","1,131,159,411",17.25,17.80,17.25,17.35,-0.80,"18,294",
