日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,註記
109/01/02,"6,752,734","313,641,661",46.60,46.70,46.30,46.45,+0.05,"3,707",
109/01/03,"10,274,009","479,870,392",46.50,46.85,46.45,46.75,+0.30,"3,516",
109/01/06,"7,800,140","361,558,690",46.55,46.55,46.20,46.40,-0.35,"2,618",
109/01/07,"8,345,434","386,139,724",46.40,46.50,46.15,46.30,-0.10,"2,790",
109/01/08,"11,318,932","519,428,863",46.10,46.10,45.80,45.80,-0.50,"3,614",
109/01/09,"10,746,081","494,261,726",45.90,46.05,45.90,46.00,+0.20,"3,823",
109/01/10,"11,056,777","512,891,022",46.05,46.50,46.05,46.40,+0.40,"4,934",
109/01/13,"13,559,557","633,782,614",46.55,46.90,46.50,46.80,+0.40,"4,333",
109/01/14,"13,108,152","615,698,696",46.90,47.05,46.85,47.00,+0.20,"4,026",
109/01/15,"11,321,551","530,204,446",47.05,47.05,46.60,46.80,-0.20,"3,418",
109/01/16,"15,160,579","708,794,484",46.80,46.90,46.60,46.90,+0.10,"2,893",
109/01/17,"12,606,769","593,196,043",47.00,47.15,46.90,47.15,+0.25,"4,639",
109/01/20,"9,469,013","445,779,159",47.15,47.15,47.00,47.10,-0.05,"3,487",
109/01/30,"40,112,249","1,817,507,269",46.00,46.05,44.60,45.00,-2.10,"12,091",
109/01/31,"14,884,589","671,517,249",45.00,45.65,44.80,45.05,+0.05,"4,821",
109/02/03,"18,054,022","795,192,046",43.30,44.65,43.30,44.15,-0.90,"6,567",
109/02/04,"13,436,588","600,472,990",44.20,45.05,44.10,45.05,+0.90,"4,206",
109/02/05,"9,970,515","450,038,487",45.10,45.40,44.55,45.40,+0.35,"3,330",
109/02/06,"12,907,210","590,946,015",45.60,46.00,45.50,46.00,+0.60,"3,157",
109/02/07,"12,602,855","572,231,691",45.40,45.70,45.20,45.40,-0.60,"3,657",
109/02/10,"11,903,931","535,839,736",44.75,45.25,44.75,45.15,-0.25,"3,680",
109/02/11,"11,565,457","530,924,522",45.80,46.00,45.75,46.00,+0.85,"3,741",
109/02/12,"19,505,418","906,755,451",46.55,46.65,46.30,46.35,+0.35,"5,633",
109/02/13,"12,332,323","568,415,227",46.40,46.40,45.95,46.05,-0.30,"3,514",
109/02/14,"6,672,300","307,459,908",46.00,46.15,45.95,46.15,+0.10,"1,985",
109/02/17,"6,536,560","298,990,840",45.90,45.95,45.65,45.95,-0.20,"2,502",
109/02/18,"6,244,460","286,541,060",45.80,46.00,45.70,46.00,+0.05,"2,360",
109/02/19,"7,185,602","332,310,771",46.00,46.40,45.90,46.35,+0.35,"2,690",
109/02/20,"9,498,997","438,012,733",46.30,46.35,45.90,46.10,-0.25,"2,911",
109/02/21,"6,792,650","310,773,847",45.55,45.95,45.55,45.70,-0.40,"2,502",
109/02/24,"17,144,822","772,578,984",45.30,45.35,44.90,45.00,-0.70,"6,224",
109/02/25,"9,054,312","405,805,053",44.50,45.00,44.50,44.95,-0.05,"3,704",
109/02/26,"14,219,348","634,501,112",44.50,44.90,44.30,44.70,-0.25,"4,668",
109/02/27,"15,768,868","700,931,536",44.60,44.65,44.35,44.45,-0.25,"4,534",
109/03/02,"17,791,593","782,099,524",43.70,44.20,43.60,43.95,-0.50,"6,275",
109/03/03,"11,304,756","499,251,879",44.10,44.30,44.10,44.15,+0.20,"3,891",
109/03/04,"11,005,726","486,411,488",44.05,44.45,44.00,44.45,+0.30,"3,106",
109/03/05,"10,640,115","478,981,455",45.20,45.20,44.80,45.15,+0.70,"3,260",
109/03/06,"14,599,375","647,439,175",44.90,44.95,44.10,44.20,-0.95,"5,272",
109/03/09,"36,016,216","1,537,159,936",43.40,43.40,42.35,42.35,-1.85,"14,931",
109/03/10,"22,245,818","944,860,523",42.00,43.00,42.00,42.35, 0.00,"7,760",
109/03/11,"21,835,875","925,915,220",42.35,42.65,42.15,42.15,-0.20,"6,479",
109/03/12,"33,454,565","1,367,131,981",41.90,42.05,40.40,40.50,-1.65,"14,019",
109/03/13,"65,107,292","2,490,440,248",38.50,39.65,36.95,39.65,-0.85,"17,031",
109/03/16,"38,573,225","1,494,282,167",39.95,39.95,38.00,38.05,-1.60,"12,498",
109/03/17,"38,282,391","1,434,418,071",37.35,38.05,37.00,37.35,-0.70,"10,833",
109/03/18,"30,545,208","1,130,248,607",37.40,37.55,36.70,36.85,-0.50,"11,557",
109/03/19,"46,895,323","1,656,876,939",36.00,36.00,34.85,34.85,-2.00,"15,533",
109/03/20,"44,141,050","1,606,854,913",35.20,37.50,35.20,37.50,+2.65,"13,724",
109/03/23,"25,571,381","918,490,690",35.65,36.45,35.20,36.00,-1.50,"6,903",
109/03/24,"24,382,066","894,773,242",36.40,37.20,36.25,36.25,+0.25,"7,241",
109/03/25,"21,063,887","781,520,164",37.15,37.40,36.60,37.10,+0.85,"6,604",
109/03/26,"15,831,237","589,672,874",37.55,37.55,36.80,37.30,+0.20,"5,951",
109/03/27,"23,821,133","910,034,450",38.00,38.60,37.90,38.30,+1.00,"7,771",
109/03/30,"13,042,612","492,069,876",37.30,38.10,37.20,37.90,-0.40,"4,122",
109/03/31,"20,596,405","778,479,226",38.30,38.40,37.30,37.55,-0.35,"6,198",
109/04/01,"13,506,234","505,372,661",37.50,37.60,37.20,37.40,-0.15,"4,633",
109/04/06,"25,332,672","944,337,885",38.10,38.30,36.80,37.30,-0.10,"7,435",
