日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,註記
109/01/02,"6,939,981","166,483,631",24.00,24.10,23.90,24.00,+0.10,"2,776",
109/01/03,"12,353,288","297,066,562",24.05,24.10,23.95,24.10,+0.10,"4,588",
109/01/06,"7,042,674","168,013,648",24.00,24.05,23.80,23.80,-0.30,"2,860",
109/01/07,"7,693,624","182,729,049",23.80,23.90,23.70,23.70,-0.10,"2,813",
109/01/08,"9,122,876","215,112,563",23.70,23.70,23.50,23.55,-0.15,"3,264",
109/01/09,"8,137,459","192,771,679",23.55,23.80,23.55,23.75,+0.20,"2,678",
109/01/10,"7,270,995","173,053,308",23.80,23.90,23.70,23.85,+0.10,"2,641",
109/01/13,"9,763,148","233,843,312",23.90,24.00,23.85,24.00,+0.15,"3,499",
109/01/14,"7,882,342","189,103,445",24.00,24.05,23.90,24.05,+0.05,"2,815",
109/01/15,"10,148,530","243,659,270",24.00,24.05,23.90,24.05, 0.00,"3,816",
109/01/16,"5,347,528","128,220,314",24.00,24.05,23.90,24.00,-0.05,"2,025",
109/01/17,"6,731,978","161,615,748",24.00,24.05,23.95,24.05,+0.05,"2,351",
109/01/20,"6,941,985","166,941,590",24.00,24.10,24.00,24.05, 0.00,"3,045",
109/01/30,"39,414,010","916,838,686",23.45,23.50,23.00,23.00,-1.05,"14,037",
109/01/31,"18,198,559","421,782,518",23.00,23.35,23.00,23.10,+0.10,"6,449",
109/02/03,"19,364,728","445,579,951",23.00,23.15,22.85,23.00,-0.10,"6,489",
109/02/04,"13,835,398","320,972,938",23.00,23.40,22.95,23.20,+0.20,"4,646",
109/02/05,"10,362,337","241,028,538",23.20,23.40,23.05,23.25,+0.05,"3,258",
109/02/06,"12,028,716","281,527,262",23.25,23.50,23.20,23.35,+0.10,"3,369",
109/02/07,"7,882,927","183,554,161",23.30,23.35,23.20,23.30,-0.05,"3,049",
109/02/10,"11,393,229","266,049,698",23.25,23.45,23.20,23.45,+0.15,"3,466",
109/02/11,"6,370,492","149,371,122",23.40,23.50,23.30,23.45, 0.00,"2,467",
109/02/12,"5,236,019","122,596,182",23.40,23.45,23.35,23.45, 0.00,"2,570",
109/02/13,"8,813,253","206,310,464",23.35,23.45,23.35,23.40,-0.05,"2,988",
109/02/14,"6,221,213","145,529,640",23.35,23.45,23.35,23.45,+0.05,"2,341",
109/02/17,"6,014,263","140,121,117",23.35,23.35,23.20,23.35,-0.10,"2,682",
109/02/18,"7,446,292","173,556,410",23.25,23.45,23.20,23.45,+0.10,"2,956",
109/02/19,"8,112,007","190,442,559",23.45,23.55,23.35,23.50,+0.05,"3,146",
109/02/20,"8,685,741","202,878,205",23.50,23.50,23.30,23.30,-0.20,"3,830",
109/02/21,"9,537,984","221,846,933",23.30,23.40,23.20,23.20,-0.10,"4,349",
109/02/24,"15,245,702","351,357,286",23.10,23.15,23.00,23.00,-0.20,"6,351",
109/02/25,"13,970,823","320,862,679",23.00,23.00,22.90,22.95,-0.05,"6,433",
109/02/26,"19,514,784","446,659,263",22.90,22.95,22.85,22.85,-0.10,"7,437",
109/02/27,"16,708,738","383,118,024",22.85,23.00,22.85,23.00,+0.15,"5,243",
109/03/02,"19,482,263","444,909,081",22.75,22.95,22.75,22.90,-0.10,"6,814",
109/03/03,"12,117,980","278,080,490",22.95,23.00,22.85,23.00,+0.10,"3,883",
109/03/04,"14,096,692","325,694,558",23.00,23.20,22.95,23.20,+0.20,"3,576",
109/03/05,"8,007,708","185,932,277",23.20,23.30,23.10,23.30,+0.10,"2,815",
109/03/06,"17,960,395","411,331,710",23.15,23.20,22.85,22.90,-0.40,"6,869",
109/03/09,"30,241,309","680,560,742",22.70,22.75,22.40,22.40,-0.50,"14,097",
109/03/10,"17,919,916","399,626,379",22.30,22.45,22.20,22.35,-0.05,"6,376",
109/03/11,"21,766,453","484,743,393",22.30,22.40,22.20,22.35, 0.00,"8,517",
109/03/12,"33,757,335","726,858,360",22.20,22.20,21.30,21.40,-0.95,"15,952",
109/03/13,"72,221,523","1,447,221,543",20.20,20.30,19.65,20.20,-1.20,"24,141",
109/03/16,"31,513,002","632,969,927",20.20,20.25,20.00,20.00,-0.20,"11,505",
109/03/17,"46,625,543","911,368,667",19.80,19.80,19.40,19.50,-0.50,"17,044",
109/03/18,"35,354,413","686,222,119",19.50,19.65,19.25,19.30,-0.20,"13,030",
109/03/19,"52,484,394","978,254,846",19.00,19.05,18.35,18.60,-0.70,"17,128",
109/03/20,"52,775,496","1,024,370,353",18.70,19.80,18.70,19.80,+1.20,"14,985",
109/03/23,"22,825,663","432,998,578",18.80,19.15,18.70,18.90,-0.90,"8,975",
109/03/24,"27,364,002","527,835,486",19.65,19.65,19.00,19.05,+0.15,"7,600",
109/03/25,"24,722,266","479,414,825",19.30,19.50,19.25,19.40,+0.35,"8,784",
109/03/26,"18,023,210","351,014,012",19.50,19.70,19.25,19.55,+0.15,"5,919",
109/03/27,"21,317,668","414,916,474",19.60,19.65,19.35,19.40,-0.15,"9,344",
109/03/30,"20,238,054","384,554,775",19.05,19.10,18.85,19.00,-0.40,"6,506",
109/03/31,"23,102,361","438,804,708",19.10,19.15,18.90,18.95,-0.05,"6,533",
109/04/01,"25,482,019","480,920,161",19.00,19.00,18.80,18.80,-0.15,"10,236",
109/04/06,"24,482,206","466,697,210",19.10,19.25,18.85,19.25,+0.45,"6,001",
109/04/07,"16,015,578","309,310,726",19.50,19.50,19.20,19.30,+0.05,"5,294",
