日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,註記
109/01/02,"2,189,652","158,866,297",72.80,72.90,72.20,72.60,-0.20,"1,045",
109/01/03,"3,781,701","276,041,273",72.80,73.20,72.60,73.20,+0.60,"1,963",
109/01/06,"2,672,016","195,238,868",73.20,73.20,72.90,73.00,-0.20,"1,287",
109/01/07,"3,377,914","244,993,853",73.00,73.00,72.10,72.60,-0.40,"1,454",
109/01/08,"3,175,434","227,995,400",72.10,72.20,71.60,71.60,-1.00,"1,597",
109/01/09,"2,673,269","192,838,068",71.60,72.50,71.60,72.40,+0.80,"1,269",
109/01/10,"3,274,598","235,843,266",71.90,72.50,71.50,71.90,-0.50,"1,637",
109/01/13,"4,190,931","304,553,683",71.90,73.00,71.70,73.00,+1.10,"2,222",
109/01/14,"3,040,300","221,532,136",72.80,73.00,72.50,73.00, 0.00,"1,415",
109/01/15,"4,187,493","303,725,959",73.00,73.00,71.90,72.70,-0.30,"2,030",
109/01/16,"2,407,534","174,665,046",72.50,72.90,72.20,72.90,+0.20,951,
109/01/17,"3,058,941","222,779,864",73.00,73.00,72.50,73.00,+0.10,"1,394",
109/01/20,"2,934,054","214,118,696",72.90,73.20,72.60,72.80,-0.20,"1,691",
109/01/30,"13,967,893","973,595,345",69.70,71.30,68.60,68.60,-4.20,"6,931",
109/01/31,"6,665,272","463,801,480",68.80,70.00,68.80,69.70,+1.10,"3,080",
109/02/03,"6,893,355","473,172,995",68.60,69.40,67.50,68.50,-1.20,"3,482",
109/02/04,"5,225,445","362,648,269",68.30,70.10,68.30,70.10,+1.60,"2,547",
109/02/05,"5,815,108","401,425,395",69.50,69.60,68.70,68.90,-1.20,"2,778",
109/02/06,"5,136,311","359,827,616",69.90,70.30,69.20,70.30,+1.40,"2,197",
109/02/07,"4,547,151","316,245,070",69.20,69.90,69.10,69.80,-0.50,"2,007",
109/02/10,"3,963,643","275,401,116",69.30,69.90,68.70,69.90,+0.10,"1,741",
109/02/11,"2,415,259","168,843,030",69.80,70.00,69.60,70.00,+0.10,"1,208",
109/02/12,"3,439,330","240,422,100",70.00,70.20,69.80,69.80,-0.20,"1,715",
109/02/13,"3,395,205","238,337,804",69.70,70.40,69.70,70.40,+0.60,"1,589",
109/02/14,"2,294,185","161,215,201",70.20,70.50,70.00,70.40, 0.00,969,
109/02/17,"1,956,786","136,959,263",70.30,70.30,69.80,70.10,-0.30,"1,024",
109/02/18,"3,564,381","248,801,992",69.90,70.10,69.30,70.10, 0.00,"1,134",
109/02/19,"3,912,533","276,560,857",70.40,71.00,70.10,70.80,+0.70,"2,013",
109/02/20,"3,520,493","246,972,110",70.90,70.90,69.80,70.00,-0.80,"1,535",
109/02/21,"3,396,245","237,339,093",70.00,70.50,69.60,69.80,-0.20,"1,700",
109/02/24,"5,740,269","396,272,353",69.00,69.70,68.50,68.90,-0.90,"2,865",
109/02/25,"5,802,458","398,697,102",68.80,69.00,68.50,68.50,-0.40,"3,283",
109/02/26,"9,107,183","617,204,360",68.00,68.30,67.50,67.70,-0.80,"4,473",
109/02/27,"6,661,116","451,965,966",67.60,68.10,67.60,68.10,+0.40,"2,459",
109/03/02,"8,497,616","572,979,735",67.50,67.70,67.10,67.70,-0.40,"4,246",
109/03/03,"6,062,361","411,738,648",67.90,68.30,67.70,67.70, 0.00,"2,588",
109/03/04,"4,563,197","312,576,116",67.70,68.80,67.70,68.80,+1.10,"2,010",
109/03/05,"4,455,409","308,981,683",68.80,69.70,68.70,69.70,+0.90,"2,458",
109/03/06,"6,839,086","466,789,180",69.60,69.60,67.80,68.20,-1.50,"3,558",
109/03/09,"11,924,148","789,686,630",66.50,67.00,65.60,66.00,-2.20,"6,603",
109/03/10,"8,178,613","541,265,126",66.00,66.80,65.80,66.20,+0.20,"3,877",
109/03/11,"7,192,136","477,901,132",66.00,67.10,66.00,66.30,+0.10,"3,619",
109/03/12,"11,400,229","734,135,429",66.40,66.40,63.60,63.80,-2.50,"6,207",
109/03/13,"18,997,576","1,128,209,812",60.00,61.50,58.10,61.40,-2.40,"9,120",
109/03/16,"11,753,137","699,468,480",61.50,61.50,58.60,58.80,-2.60,"5,760",
109/03/17,"17,840,509","1,008,033,394",57.50,58.00,55.70,56.00,-2.80,"7,301",
109/03/18,"18,968,989","1,020,676,117",56.50,56.50,51.60,52.40,-3.60,"8,615",
109/03/19,"23,200,373","1,117,630,758",50.00,50.10,47.20,47.30,-5.10,"9,648",
109/03/20,"25,699,244","1,263,225,978",47.95,51.00,47.90,50.10,+2.80,"9,921",
109/03/23,"13,982,670","681,060,377",47.90,49.95,47.65,48.65,-1.45,"4,463",
109/03/24,"10,285,242","533,393,084",50.80,52.50,50.50,51.70,+3.05,"4,545",
109/03/25,"8,987,168","493,316,953",53.80,55.70,53.70,55.70,+4.00,"4,782",
109/03/26,"6,194,943","342,924,199",56.80,56.80,54.20,55.60,-0.10,"2,819",
109/03/27,"6,039,232","337,917,525",56.00,57.00,55.40,55.60, 0.00,"2,627",
109/03/30,"8,723,566","481,110,419",55.00,57.00,52.90,55.60, 0.00,"3,343",
109/03/31,"9,404,405","518,154,339",56.00,56.30,54.40,54.70,-0.90,"3,046",
109/04/01,"7,027,237","380,166,156",54.50,55.20,53.70,53.70,-1.00,"3,559",
109/04/06,"7,980,803","439,624,627",55.60,56.00,54.10,55.30,+1.60,"3,910",
109/04/07,"5,804,647","325,644,533",56.30,56.50,55.60,56.30,+1.00,"2,837",
109/04/08,"8,561,016","493,360,898",56.30,58.40,56.00,58.10,+1.80,"4,759",
109/04/09,"6,111,631","355,711,771",58.10,59.00,57.80,58.10, 0.00,"3,641",
109/04/10,"4,256,618","247,907,099",58.10,58.90,57.70,58.40,+0.30,"2,377",
109/04/13,"4,060,561","236,035,389",58.00,58.80,57.30,57.80,-0.60,"2,568",
109/04/14,"9,455,017","565,988,388",57.80,60.50,57.80,60.10,+2.30,"4,339",
109/04/15,"7,128,659","431,153,599",60.10,60.80,60.10,60.80,+0.70,"4,334",
109/04/16,"7,709,801","462,408,955",59.80,60.50,59.60,59.90,-0.90,"3,371",
109/04/17,"7,616,892","463,317,350",60.50,62.20,60.10,60.10,+0.20,"4,051",
109/04/20,"6,088,834","363,160,181",60.00,60.10,59.40,59.70,-0.40,"2,805",
109/04/21,"10,638,041","614,080,242",59.50,59.50,57.00,57.20,-2.50,"6,551",
109/04/22,"5,040,085","285,892,053",56.50,57.10,56.10,56.90,-0.30,"3,349",
109/04/23,"6,139,414","353,977,747",56.90,59.00,56.90,57.50,+0.60,"3,342",
109/04/24,"4,369,095","250,044,051",57.50,58.00,57.00,57.00,-0.50,"2,777",
