日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,註記
109/01/02,"748,103","173,295,328",233.00,233.00,230.00,232.00,+0.50,597,
109/01/03,"934,964","217,813,612",232.50,234.00,231.50,234.00,+2.00,793,
109/01/06,"806,290","186,933,990",232.50,233.00,230.50,232.50,-1.50,651,
109/01/07,"1,263,692","295,350,428",233.00,235.00,231.50,235.00,+2.50,803,
109/01/08,"883,233","205,505,196",234.00,234.00,231.50,232.00,-3.00,632,
109/01/09,"705,496","165,049,564",232.00,235.00,232.00,235.00,+3.00,520,
109/01/10,"1,740,511","410,684,809",235.00,239.00,234.50,234.50,-0.50,"1,020",
109/01/13,"705,098","166,033,971",234.50,236.50,234.00,235.50,+1.00,560,
109/01/14,"1,074,050","253,482,761",236.50,238.00,234.50,236.00,+0.50,630,
109/01/15,"1,204,494","281,570,338",234.50,235.00,232.50,234.00,-2.00,774,
109/01/16,"1,189,282","278,893,988",233.00,235.50,233.00,235.00,+1.00,687,
109/01/17,"953,615","224,103,025",235.00,235.50,234.00,235.50,+0.50,578,
109/01/20,"680,459","160,696,127",235.50,237.00,234.50,236.00,+0.50,528,
109/01/30,"3,625,841","815,889,265",234.00,234.00,219.00,222.50,-13.50,"2,546",
109/01/31,"1,580,182","356,120,768",226.00,227.50,223.50,224.00,+1.50,"1,061",
109/02/03,"1,559,167","345,244,477",220.00,224.00,217.00,221.50,-2.50,"1,205",
109/02/04,"1,326,150","294,368,800",219.50,224.00,219.00,222.00,+0.50,"1,050",
109/02/05,"1,283,475","284,000,206",223.50,223.50,220.00,221.00,-1.00,978,
109/02/06,"1,706,693","378,974,846",223.00,225.50,220.50,221.50,+0.50,853,
109/02/07,"658,717","146,360,523",221.00,223.50,220.50,223.00,+1.50,520,
109/02/10,"1,234,944","270,334,233",219.00,220.00,217.00,219.50,-3.50,768,
109/02/11,"1,164,576","256,148,673",219.50,222.00,219.00,219.00,-0.50,694,
109/02/12,"1,272,558","279,658,468",219.00,221.50,218.50,219.50,+0.50,922,
109/02/13,"1,848,186","404,408,734",220.00,220.50,218.00,218.00,-1.50,"1,143",
109/02/14,"814,105","177,903,995",218.00,220.00,217.50,219.00,+1.00,669,
109/02/17,"683,678","147,989,457",217.50,217.50,216.00,216.00,-3.00,592,
109/02/18,"1,336,877","285,903,688",215.50,215.50,211.00,215.50,-0.50,884,
109/02/19,"2,614,038","567,986,808",215.00,220.00,215.00,217.00,+1.50,661,
109/02/20,"826,472","178,944,676",218.50,218.50,215.50,216.00,-1.00,618,
109/02/21,"1,179,999","253,170,785",215.00,215.50,213.50,214.50,-1.50,656,
109/02/24,"1,272,784","270,219,492",212.00,213.50,211.00,213.00,-1.50,"1,003",
109/02/25,"1,013,388","213,949,756",210.00,212.50,210.00,211.00,-2.00,853,
109/02/26,"1,552,353","325,730,983",208.50,211.50,208.50,209.50,-1.50,"1,220",
109/02/27,"2,532,019","523,487,920",208.50,209.00,206.00,206.00,-3.50,"1,360",
109/03/02,"3,047,600","616,359,220",201.50,203.50,201.50,202.00,-4.00,"2,019",
109/03/03,"1,274,425","259,354,200",204.00,205.00,202.50,203.00,+1.00,"1,056",
109/03/04,"1,550,202","317,444,410",202.00,207.00,202.00,204.00,+1.00,"1,113",
109/03/05,"1,613,731","329,551,355",205.00,206.50,203.00,203.00,-1.00,"1,149",
109/03/06,"1,804,621","364,484,865",203.00,204.00,201.00,202.00,-1.00,"1,384",
109/03/09,"2,922,395","583,273,395",200.00,201.00,198.00,199.50,-2.50,"2,071",
109/03/10,"3,393,156","675,202,356",197.50,202.00,196.50,200.00,+0.50,"2,201",
109/03/11,"2,898,452","574,765,948",199.00,200.00,197.00,197.50,-2.50,"2,113",
109/03/12,"3,716,542","727,441,816",197.00,198.00,193.00,197.00,-0.50,"2,874",
109/03/13,"5,474,019","1,017,281,621",188.00,193.00,182.00,190.00,-7.00,"3,802",
109/03/16,"3,407,192","635,387,100",184.50,191.00,182.50,185.00,-5.00,"2,575",
109/03/17,"4,168,725","770,321,335",182.00,187.00,181.50,185.00, 0.00,"2,691",
109/03/18,"3,354,908","619,861,421",185.00,187.00,183.00,186.00,+1.00,"2,380",
109/03/19,"4,848,006","851,686,044",176.00,180.00,172.00,173.00,-13.00,"3,435",
109/03/20,"6,218,261","1,086,910,436",173.50,179.00,173.00,175.00,+2.00,"3,803",
109/03/23,"2,624,353","449,874,470",170.00,175.50,167.00,170.50,-4.50,"1,771",
109/03/24,"3,235,792","575,989,976",175.00,181.00,173.00,178.00,+7.50,"2,171",
109/03/25,"4,179,269","758,289,542",181.00,184.00,180.00,180.00,+2.00,"2,664",
109/03/26,"3,132,884","581,004,808",183.00,188.00,182.00,186.00,+6.00,"2,353",
109/03/27,"3,925,087","752,201,704",190.50,195.00,188.00,192.00,+6.00,"2,666",
109/03/30,"2,619,378","503,594,454",191.50,194.50,189.00,193.00,+1.00,"2,096",
109/03/31,"3,862,647","770,025,146",195.50,204.50,193.00,204.50,+11.50,"2,293",
109/04/01,"3,115,402","621,516,998",202.00,202.50,198.00,198.00,-6.50,"2,203",
109/04/06,"2,825,566","552,753,068",198.50,198.50,192.50,197.00,-1.00,"2,165",
109/04/07,"2,663,639","524,284,883",199.50,201.00,194.00,196.00,-1.00,"1,814",
109/04/08,"2,582,920","506,175,740",196.00,198.00,195.00,195.50,-0.50,"1,687",
109/04/09,"1,961,702","385,746,640",197.00,199.00,195.00,195.00,-0.50,"1,362",
109/04/10,"1,395,738","273,841,985",195.00,197.50,195.00,197.50,+2.50,"1,007",
109/04/13,"1,019,632","201,026,312",197.50,198.00,196.00,196.50,-1.00,765,
109/04/14,"2,301,616","457,129,124",197.00,199.50,197.00,198.50,+2.00,"1,260",
109/04/15,"2,634,098","523,729,540",199.50,199.50,198.00,198.50, 0.00,"1,701",
109/04/16,"2,294,849","450,697,602",196.00,198.00,195.50,196.50,-2.00,"1,464",
109/04/17,"2,980,446","592,317,518",198.50,200.50,197.00,198.00,+1.50,"1,867",
109/04/20,"1,141,044","225,144,712",198.00,198.00,197.00,197.00,-1.00,930,
109/04/21,"2,932,328","568,430,943",197.00,197.00,191.50,193.50,-3.50,"2,339",
109/04/22,"2,054,402","395,000,585",192.50,193.50,190.50,193.50, 0.00,"1,503",
109/04/23,"1,736,527","337,160,524",193.00,196.00,193.00,193.50, 0.00,"1,195",
109/04/24,"1,259,408","243,955,060",193.50,195.00,193.00,193.00,-0.50,983,
109/04/27,"1,411,950","277,641,600",195.00,198.00,194.50,197.00,+4.00,"1,016",
109/04/28,"1,475,058","293,407,063",198.00,200.00,197.00,199.00,+2.00,"1,115",
109/04/29,"1,591,363","320,679,996",199.50,202.50,199.50,202.50,+3.50,"1,276",
109/04/30,"3,246,172","655,227,820",203.00,203.50,200.00,202.50, 0.00,"1,903",
109/05/04,"2,626,489","516,334,289",195.00,198.50,195.00,198.50,-4.00,"1,796",
109/05/05,"1,550,498","307,809,280",198.50,199.50,197.50,198.00,-0.50,"1,005",
109/05/06,"1,629,663","320,226,111",197.50,198.00,195.50,196.00,-2.00,"1,303",
109/05/07,"1,145,321","226,155,058",197.00,199.00,196.00,197.00,+1.00,941,
109/05/08,"1,920,994","383,777,794",199.00,201.00,198.00,200.50,+3.50,"1,483",
109/05/11,"1,800,128","362,908,856",202.50,203.00,200.00,202.00,+1.50,"1,374",
109/05/12,"1,540,807","308,453,514",200.00,201.50,198.50,201.00,-1.00,"1,167",
109/05/13,"1,240,638","249,935,876",201.00,202.50,200.00,201.50,+0.50,841,
109/05/14,"5,516,016","1,137,882,312",201.00,209.00,201.00,208.00,+6.50,"3,858",
109/05/15,"4,274,300","884,785,800",209.00,210.00,203.50,207.00,-1.00,"3,153",
109/05/18,"2,020,262","410,992,686",204.00,206.00,202.00,202.00,-5.00,"1,530",
109/05/19,"3,685,308","771,691,180",207.00,211.00,205.00,210.50,+8.50,"2,595",
109/05/20,"3,195,130","664,824,331",211.50,213.00,205.50,205.50,-5.00,"2,340",
109/05/21,"2,910,014","599,705,381",206.00,207.50,205.00,206.50,+1.00,"1,944",
109/05/22,"1,548,584","317,062,720",206.50,206.50,203.00,204.50,-2.00,"1,109",
109/05/25,"1,180,216","242,022,496",205.00,206.00,203.00,206.00,+1.50,842,
109/05/26,"1,849,968","385,343,876",208.00,210.00,206.50,207.50,+1.50,"1,511",
109/05/27,"872,384","180,997,785",207.50,209.00,206.00,208.00,+0.50,687,
109/05/28,"1,841,450","384,977,817",209.50,210.00,208.00,209.00,+1.00,"1,319",
109/05/29,"3,410,937","714,430,270",207.50,210.50,206.00,210.50,+1.50,"1,197",
109/06/01,"1,391,156","293,176,760",212.00,212.00,209.50,210.00,-0.50,"1,166",
109/06/02,"2,011,818","430,015,552",210.50,215.00,210.50,214.00,+4.00,"1,519",
109/06/03,"2,133,059","461,126,256",216.00,217.50,215.00,216.50,+2.50,"1,601",
109/06/04,"2,113,515","457,150,484",218.50,218.50,215.00,217.00,+0.50,"1,443",
109/06/05,"1,915,827","418,114,786",217.50,219.00,217.00,219.00,+2.00,"1,412",
109/06/08,"3,101,083","681,344,908",220.00,221.50,218.50,220.00,+1.00,"2,009",
109/06/09,"2,649,290","583,219,206",220.00,221.00,219.00,220.50,+0.50,"1,363",
109/06/10,"4,594,246","1,032,407,710",220.50,227.50,219.50,225.00,+4.50,"3,112",
109/06/11,"4,719,463","1,081,253,564",225.00,231.50,224.00,229.50,+4.50,"2,849",
109/06/12,"3,702,635","837,415,875",225.00,228.00,221.00,226.00,-3.50,"2,882",
109/06/15,"3,973,893","897,870,425",223.50,227.00,223.50,225.00,-1.00,"2,905",
109/06/16,"4,409,585","1,010,045,045",226.00,231.00,225.50,230.00,+5.00,"2,579",
109/06/17,"3,885,129","894,543,212",230.50,232.00,228.50,231.00,+1.00,"1,879",
109/06/18,"3,851,729","895,244,086",231.50,235.00,229.50,235.00,+4.00,"1,837",
109/06/19,"6,795,486","1,605,863,429",232.50,240.00,232.50,236.50,+1.50,"2,867",
109/06/22,"5,986,460","1,450,015,240",243.00,245.00,237.50,245.00,+8.50,"3,051",
109/06/23,"7,637,819","1,883,200,655",245.00,249.00,243.50,246.50,+1.50,"3,831",
109/06/24,"8,938,457","2,014,793,566",227.00,228.50,222.50,223.50,X0.00,"4,453",
109/06/29,"6,731,039","1,454,775,274",219.00,220.50,214.00,215.50,-8.00,"3,843",
109/06/30,"3,329,722","719,988,396",218.00,220.00,214.00,216.00,+0.50,"1,807",
109/07/01,"2,121,502","457,764,434",216.50,219.00,214.50,216.00, 0.00,"1,794",
109/07/02,"2,278,910","494,677,660",218.50,219.00,216.00,218.00,+2.00,"1,248",
109/07/03,"1,948,770","422,503,360",218.50,219.50,216.00,216.50,-1.50,"1,504",
109/07/06,"2,771,569","603,961,776",217.50,219.50,216.50,218.50,+2.00,"1,765",
109/07/07,"5,153,001","1,138,735,979",220.00,223.50,218.50,221.50,+3.00,"2,393",
109/07/08,"2,933,403","658,690,852",222.00,226.00,221.00,225.50,+4.00,"1,974",
109/07/09,"2,645,527","589,940,494",226.50,228.00,221.00,221.00,-4.50,"1,791",
109/07/10,"2,274,590","498,898,120",222.50,223.00,218.00,218.00,-3.00,"1,791",
109/07/13,"1,943,667","425,270,073",220.00,220.50,218.00,219.00,+1.00,"1,383",
109/07/14,"1,432,183","312,676,894",219.00,220.00,217.50,217.50,-1.50,821,
109/07/15,"2,564,972","557,817,891",219.00,219.50,216.00,217.50, 0.00,"1,782",
109/07/16,"4,093,893","895,277,498",219.50,221.50,217.00,219.50,+2.00,"2,258",
109/07/17,"2,028,540","446,436,260",222.50,223.00,218.50,220.00,+0.50,"1,529",
109/07/20,"3,230,600","721,124,900",222.00,225.00,221.00,224.50,+4.50,"2,462",
109/07/21,"2,709,048","608,711,264",225.50,226.50,223.00,224.50, 0.00,"1,807",
109/07/22,"2,010,525","451,473,600",224.50,225.50,223.50,224.50, 0.00,"1,237",
109/07/23,"2,814,821","631,667,225",225.00,226.00,222.50,225.00,+0.50,"2,012",
109/07/24,"3,506,821","771,583,120",224.00,224.50,218.00,218.00,-7.00,"2,733",
109/07/27,"2,869,609","617,489,606",218.00,221.00,213.00,214.00,-4.00,"2,253",
109/07/28,"2,040,965","439,647,940",213.50,217.00,213.00,216.00,+2.00,"1,456",
109/07/29,"3,090,742","665,362,908",217.00,217.00,213.50,214.50,-1.50,"1,192",
109/07/30,"1,759,275","379,160,246",215.00,217.50,214.00,215.00,+0.50,"1,044",
109/07/31,"2,199,171","474,019,107",214.00,216.50,214.00,216.50,+1.50,"1,121",
109/08/03,"1,896,770","405,844,378",215.50,216.50,213.00,213.00,-3.50,"1,507",
109/08/04,"1,225,823","262,285,945",213.50,215.00,212.50,214.50,+1.50,855,
109/08/05,"8,880,719","1,977,373,024",217.00,226.50,216.50,224.50,+10.00,"5,240",
109/08/06,"6,363,970","1,446,500,015",228.00,230.00,224.50,228.00,+3.50,"3,154",
109/08/07,"4,380,112","1,001,168,182",228.50,230.50,225.50,230.00,+2.00,"3,141",
109/08/10,"3,192,254","736,326,920",230.50,232.50,228.50,230.50,+0.50,"2,388",
109/08/11,"2,961,289","682,066,181",232.00,233.00,228.50,229.50,-1.00,"2,048",
109/08/12,"5,152,702","1,168,886,854",230.00,231.50,222.00,227.00,-2.50,"3,320",
109/08/13,"15,401,680","3,659,389,380",231.00,243.00,231.00,242.00,+15.00,"9,092",
109/08/14,"6,825,597","1,667,395,168",243.00,247.50,240.00,245.00,+3.00,"5,066",
109/08/17,"5,802,343","1,455,926,395",247.00,253.50,245.00,251.50,+6.50,"4,243",
109/08/18,"4,495,044","1,132,792,588",251.00,255.00,246.00,253.50,+2.00,"2,921",
109/08/19,"4,583,010","1,174,874,511",255.00,259.50,253.00,253.50, 0.00,"3,162",
109/08/20,"4,605,020","1,132,730,400",251.50,253.00,240.50,246.00,-7.50,"3,184",
109/08/21,"3,347,702","831,913,933",253.50,253.50,245.50,249.50,+3.50,"2,390",
109/08/24,"2,393,322","592,210,034",247.50,251.00,245.00,247.50,-2.00,"1,712",
109/08/25,"2,188,396","541,822,812",247.00,248.50,246.50,248.00,+0.50,"1,500",
109/08/26,"2,386,239","599,891,989",248.00,253.50,247.00,253.00,+5.00,"1,517",
109/08/27,"2,948,283","732,466,684",253.00,253.50,245.50,249.00,-4.00,"2,053",
109/08/28,"1,895,826","469,135,696",248.00,250.50,245.50,247.00,-2.00,"1,493",
109/08/31,"2,433,896","595,507,728",247.50,248.50,243.00,243.00,-4.00,"1,461",
109/09/01,"2,752,696","677,280,172",243.00,248.00,242.50,246.50,+3.50,"1,427",
109/09/02,"3,255,440","795,809,240",245.50,246.50,241.00,246.50, 0.00,"2,154",
109/09/03,"5,939,654","1,508,631,459",249.00,259.00,247.50,252.50,+6.00,"4,271",
