日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,註記
109/01/02,"7,847,175","1,358,399,625",171.00,175.00,170.00,175.00,+7.00,"5,682",
109/01/03,"7,772,132","1,347,025,204",177.50,178.00,169.50,171.50,-3.50,"5,238",
109/01/06,"2,382,958","404,089,402",170.00,171.00,168.50,170.00,-1.50,"1,604",
109/01/07,"6,863,208","1,132,721,492",172.00,172.50,162.00,162.00,-8.00,"4,724",
109/01/08,"4,033,239","657,104,674",158.50,165.50,158.00,165.00,+3.00,"2,740",
109/01/09,"5,416,929","903,897,023",166.00,168.50,164.00,168.00,+3.00,"3,342",
109/01/10,"4,697,637","782,603,742",170.50,171.00,164.00,165.50,-2.50,"3,146",
109/01/13,"2,675,453","445,768,057",167.50,168.00,164.50,168.00,+2.50,"1,736",
109/01/14,"5,346,838","909,460,694",169.00,173.00,167.50,168.50,+0.50,"3,714",
109/01/15,"4,804,539","807,454,091",169.00,169.50,166.00,168.00,-0.50,"3,185",
109/01/16,"3,190,523","538,726,387",169.00,170.50,167.50,168.50,+0.50,"2,203",
109/01/17,"6,814,597","1,175,129,281",170.00,174.00,170.00,173.50,+5.00,"4,660",
109/01/20,"5,288,416","917,215,884",175.00,175.50,171.50,174.00,+0.50,"3,212",
109/01/30,"7,846,957","1,275,915,163",167.00,167.50,158.00,159.00,-15.00,"5,355",
109/01/31,"5,199,056","848,304,147",161.00,165.50,161.00,163.00,+4.00,"3,441",
109/02/03,"6,575,091","1,042,129,424",158.50,165.00,151.00,164.00,+1.00,"4,377",
109/02/04,"6,144,910","1,030,640,200",164.00,171.00,162.00,171.00,+7.00,"4,115",
109/02/05,"6,116,006","1,056,829,038",171.00,175.00,168.50,173.50,+2.50,"4,064",
109/02/06,"5,316,297","934,750,272",175.00,177.50,174.50,176.00,+2.50,"3,402",
109/02/07,"9,352,465","1,650,064,169",177.00,179.50,173.50,174.00,-2.00,"5,665",
109/02/10,"10,084,321","1,803,615,737",173.00,181.50,170.50,181.50,+7.50,"6,523",
109/02/11,"9,742,242","1,786,625,882",184.00,186.00,181.00,184.00,+2.50,"6,849",
109/02/12,"10,818,988","1,999,065,304",186.00,189.50,181.00,183.00,-1.00,"7,193",
109/02/13,"7,100,043","1,285,135,197",183.50,184.50,178.50,179.50,-3.50,"4,947",
109/02/14,"4,398,721","795,439,065",180.00,182.50,179.00,182.50,+3.00,"3,208",
109/02/17,"4,799,215","870,835,937",181.00,184.00,179.50,183.50,+1.00,"3,312",
109/02/18,"4,909,960","890,038,730",183.00,185.00,180.00,180.50,-3.00,"3,190",
109/02/19,"4,340,194","792,226,002",181.00,184.50,181.00,182.00,+1.50,"3,274",
109/02/20,"8,661,611","1,603,756,424",183.50,188.00,182.50,183.50,+1.50,"5,776",
109/02/21,"5,610,855","1,022,167,820",183.50,186.50,179.50,179.50,-4.00,"4,146",
109/02/24,"5,812,053","1,016,708,891",176.50,177.50,173.00,176.00,-3.50,"4,102",
109/02/25,"4,049,767","710,318,259",174.50,177.50,172.50,175.50,-0.50,"2,762",
109/02/26,"5,019,954","870,539,042",174.00,175.50,171.50,171.50,-4.00,"3,472",
109/02/27,"8,680,755","1,447,536,509",172.50,174.50,163.50,163.50,-8.00,"5,499",
109/03/02,"6,307,770","1,021,758,440",160.00,165.50,158.00,162.00,-1.50,"4,027",
109/03/03,"5,954,515","988,653,505",166.00,167.50,163.50,165.50,+3.50,"3,514",
109/03/04,"4,559,308","758,363,797",165.00,168.50,162.50,168.50,+3.00,"2,985",
109/03/05,"9,883,686","1,739,472,434",172.50,179.00,171.50,179.00,+10.50,"6,338",
109/03/06,"5,509,422","970,827,116",177.50,179.00,173.00,178.00,-1.00,"3,839",
109/03/09,"6,904,774","1,183,329,806",174.00,175.50,168.00,168.00,-10.00,"4,648",
109/03/10,"4,730,544","799,822,286",165.50,172.00,165.00,171.00,+3.00,"3,317",
109/03/11,"5,659,014","981,935,894",173.00,176.00,171.50,172.50,+1.50,"3,378",
109/03/12,"10,202,941","1,684,847,824",172.50,172.50,159.50,164.00,-8.50,"6,474",
109/03/13,"13,247,528","2,108,736,704",150.00,170.00,150.00,169.00,+5.00,"8,197",
109/03/16,"6,361,189","1,067,628,618",168.50,172.50,163.00,163.00,-6.00,"4,450",
109/03/17,"10,554,712","1,754,948,404",156.00,169.50,156.00,168.50,+5.50,"6,414",
109/03/18,"9,022,798","1,526,143,170",171.50,172.50,165.00,165.50,-3.00,"5,920",
109/03/19,"11,555,389","1,788,672,461",165.00,165.50,149.00,149.00,-16.50,"7,154",
109/03/20,"23,792,050","3,629,574,100",153.50,161.00,140.50,152.00,+3.00,"13,759",
109/03/23,"11,110,339","1,534,524,102",139.50,142.00,137.00,137.00,-15.00,"6,439",
109/03/24,"11,866,300","1,685,643,900",140.50,145.00,138.50,144.00,+7.00,"8,386",
109/03/25,"11,728,755","1,783,185,515",150.00,155.50,148.00,154.00,+10.00,"7,854",
109/03/26,"6,539,012","993,700,860",152.00,155.00,148.00,155.00,+1.00,"4,470",
109/03/27,"8,192,809","1,293,783,704",158.00,161.00,155.00,156.50,+1.50,"5,481",
109/03/30,"4,444,941","691,963,678",152.00,158.00,151.00,158.00,+1.50,"2,970",
109/03/31,"6,998,518","1,130,049,934",160.00,163.50,158.00,163.00,+5.00,"4,307",
109/04/01,"6,395,246","1,052,821,949",167.00,167.00,161.00,166.50,+3.50,"4,015",
109/04/06,"9,270,224","1,597,389,424",169.50,176.00,167.50,176.00,+9.50,"6,299",
