日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,註記
109/01/02,"10,281,275","286,689,201",27.95,27.95,27.80,27.95,+0.05,"3,851",
109/01/03,"12,500,288","349,108,164",27.95,28.00,27.85,28.00,+0.05,"5,328",
109/01/06,"11,942,169","332,243,052",27.90,27.90,27.80,27.80,-0.20,"4,664",
109/01/07,"12,085,430","335,211,430",27.80,27.85,27.65,27.80, 0.00,"4,629",
109/01/08,"14,378,398","398,707,779",27.80,27.85,27.65,27.70,-0.10,"4,529",
109/01/09,"12,677,291","353,493,123",27.75,27.95,27.75,27.90,+0.20,"3,663",
109/01/10,"26,086,772","732,848,163",28.00,28.20,27.95,28.10,+0.20,"7,079",
109/01/13,"27,047,550","768,070,705",28.20,28.55,28.15,28.55,+0.45,"9,122",
109/01/14,"32,317,361","928,367,642",28.55,28.95,28.50,28.65,+0.10,"8,824",
109/01/15,"20,079,794","574,597,744",28.75,28.80,28.50,28.60,-0.05,"6,275",
109/01/16,"15,537,434","446,851,223",28.70,28.85,28.60,28.85,+0.25,"4,911",
109/01/17,"22,943,585","662,234,265",28.90,29.00,28.75,29.00,+0.15,"5,493",
109/01/20,"25,263,867","738,683,277",29.05,29.35,29.05,29.30,+0.30,"8,644",
109/01/30,"101,984,608","2,885,792,605",28.20,28.70,28.10,28.10,-1.20,"37,750",
109/01/31,"50,262,113","1,422,243,399",28.05,28.60,28.05,28.10, 0.00,"16,224",
109/02/03,"47,814,606","1,323,182,155",27.50,28.10,27.20,28.05,-0.05,"16,814",
109/02/04,"28,525,918","813,574,010",28.35,28.65,28.25,28.65,+0.60,"8,416",
109/02/05,"29,175,089","840,434,539",28.90,28.95,28.50,28.85,+0.20,"10,147",
109/02/06,"24,239,963","704,165,071",29.00,29.15,28.95,29.10,+0.25,"6,907",
109/02/07,"23,713,706","682,018,223",28.95,29.00,28.55,28.70,-0.40,"9,441",
109/02/10,"22,290,159","637,038,091",28.50,28.70,28.35,28.70, 0.00,"6,229",
109/02/11,"12,178,386","350,115,099",28.80,28.90,28.65,28.75,+0.05,"4,993",
109/02/12,"12,898,189","371,408,134",28.75,28.85,28.70,28.75, 0.00,"4,479",
109/02/13,"21,406,414","620,654,815",28.90,29.10,28.90,29.00,+0.25,"7,103",
109/02/14,"17,590,974","509,074,105",29.00,29.05,28.85,28.90,-0.10,"5,710",
109/02/17,"14,614,940","422,156,537",28.90,29.00,28.75,29.00,+0.10,"6,016",
109/02/18,"15,107,047","438,462,216",28.95,29.10,28.90,29.10,+0.10,"4,758",
109/02/19,"40,493,967","1,199,718,217",29.20,29.90,29.15,29.85,+0.75,"12,796",
109/02/20,"33,113,487","996,924,317",30.00,30.30,30.00,30.00,+0.15,"12,543",
109/02/21,"16,715,355","500,367,000",30.00,30.10,29.85,29.85,-0.15,"7,099",
109/02/24,"26,643,845","788,175,196",29.65,29.75,29.50,29.50,-0.35,"11,191",
109/02/25,"26,708,840","783,741,791",29.05,29.70,29.00,29.55,+0.05,"9,905",
109/02/26,"32,517,923","953,751,764",29.25,29.45,29.20,29.30,-0.25,"10,334",
109/02/27,"45,665,511","1,329,138,794",29.35,29.45,28.90,29.05,-0.25,"14,904",
109/03/02,"53,866,787","1,543,536,982",28.50,28.90,28.50,28.65,-0.40,"16,708",
109/03/03,"21,741,837","629,139,655",29.10,29.25,28.80,28.80,+0.15,"7,620",
109/03/04,"22,019,064","634,237,491",28.75,29.00,28.60,29.00,+0.20,"6,439",
109/03/05,"30,147,406","883,312,248",29.10,29.50,29.10,29.50,+0.50,"8,412",
109/03/06,"26,293,669","765,100,152",29.30,29.35,29.00,29.10,-0.40,"8,821",
109/03/09,"75,592,926","2,141,854,294",28.50,28.60,28.05,28.15,-0.95,"31,087",
109/03/10,"60,002,467","1,666,578,928",27.45,28.30,27.45,28.00,-0.15,"19,456",
109/03/11,"43,045,511","1,203,747,704",28.05,28.15,27.80,27.80,-0.20,"15,647",
109/03/12,"130,071,277","3,538,337,310",27.85,27.90,26.75,27.05,-0.75,"44,644",
109/03/13,"129,436,727","3,313,607,911",25.25,26.70,25.00,26.50,-0.55,"42,787",
109/03/16,"88,087,851","2,258,031,391",26.05,26.20,25.20,25.20,-1.30,"31,879",
109/03/17,"163,608,415","3,901,563,242",23.90,24.40,23.55,23.55,-1.65,"47,045",
109/03/18,"162,751,115","3,693,666,592",22.80,23.25,22.20,22.20,-1.35,"50,725",
109/03/19,"220,178,259","4,439,050,380",20.70,20.75,20.00,20.00,-2.20,"67,597",
109/03/20,"187,037,322","3,998,942,584",20.40,22.00,20.40,22.00,+2.00,"53,212",
109/03/23,"68,163,781","1,439,983,318",20.45,21.80,20.25,21.20,-0.80,"22,718",
109/03/24,"83,262,628","1,890,479,853",22.15,23.10,22.15,22.55,+1.35,"25,332",
109/03/25,"121,669,935","2,940,737,807",23.80,24.60,23.80,24.20,+1.65,"34,369",
109/03/26,"66,348,754","1,591,493,711",24.45,24.55,23.35,24.10,-0.10,"19,768",
109/03/27,"69,082,195","1,689,533,893",24.90,24.90,24.10,24.20,+0.10,"19,400",
109/03/30,"48,182,595","1,150,469,595",23.40,24.35,23.30,24.10,-0.10,"12,922",
109/03/31,"41,170,026","1,001,959,574",24.50,24.65,24.10,24.25,+0.15,"10,371",
109/04/01,"33,155,076","804,962,186",24.30,24.45,24.10,24.25, 0.00,"9,761",
109/04/06,"55,701,661","1,343,977,093",24.35,24.45,23.70,24.25, 0.00,"14,328",
109/04/07,"43,578,430","1,067,925,995",24.50,24.60,24.40,24.60,+0.35,"11,551",
109/04/08,"42,482,098","1,054,138,488",24.50,25.00,24.40,25.00,+0.40,"12,319",
109/04/09,"48,668,184","1,237,030,145",25.05,25.75,25.05,25.50,+0.50,"16,168",
109/04/10,"34,566,147","891,223,222",25.55,25.90,25.50,25.85,+0.35,"10,898",
109/04/13,"35,649,983","911,007,179",25.80,25.85,25.30,25.50,-0.35,"12,964",
109/04/14,"51,905,569","1,347,739,986",25.50,26.30,25.40,26.05,+0.55,"12,977",
109/04/15,"47,372,365","1,257,706,537",26.35,26.65,26.30,26.65,+0.60,"15,202",
109/04/16,"37,902,749","999,362,086",26.40,26.50,26.15,26.40,-0.25,"10,900",
109/04/17,"43,547,033","1,155,914,727",26.65,26.85,26.25,26.30,-0.10,"14,074",
109/04/20,"27,835,416","726,932,595",26.30,26.30,25.95,26.20,-0.10,"10,217",
109/04/21,"51,474,385","1,323,356,533",26.00,26.10,25.50,25.60,-0.60,"19,247",
109/04/22,"35,828,341","905,784,130",25.00,25.50,25.00,25.35,-0.25,"11,005",
109/04/23,"30,801,954","787,440,096",25.55,25.85,25.30,25.50,+0.15,"8,998",
109/04/24,"17,969,103","460,839,962",25.50,25.75,25.50,25.70,+0.20,"4,499",
109/04/27,"26,669,558","695,824,471",26.10,26.25,25.85,26.20,+0.50,"7,616",
109/04/28,"22,347,065","588,999,608",26.40,26.50,26.20,26.40,+0.20,"6,446",
109/04/29,"35,456,549","948,217,764",26.50,26.85,26.45,26.75,+0.35,"10,683",
109/04/30,"47,957,805","1,305,429,139",27.00,27.40,26.95,27.30,+0.55,"12,696",
109/05/04,"35,159,046","942,386,349",26.55,27.00,26.50,26.80,-0.50,"12,074",
109/05/05,"18,691,633","503,091,641",26.95,27.15,26.70,26.85,+0.05,"6,007",
109/05/06,"21,081,052","564,306,510",26.80,26.90,26.55,26.85, 0.00,"6,958",
109/05/07,"20,174,235","541,892,536",26.85,27.00,26.70,26.80,-0.05,"5,559",
