日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,註記
109/01/02,"32,937,461","544,863,192",16.45,16.65,16.40,16.55,+0.10,"5,382",
109/01/03,"48,588,354","792,990,409",16.55,16.55,16.15,16.30,-0.25,"9,541",
109/01/06,"44,790,472","719,002,202",16.05,16.15,15.95,16.05,-0.25,"5,041",
109/01/07,"39,718,117","633,334,895",16.05,16.15,15.80,16.00,-0.05,"7,401",
109/01/08,"60,494,690","954,618,728",15.85,15.90,15.65,15.75,-0.25,"9,368",
109/01/09,"43,816,080","704,460,863",15.85,16.15,15.85,16.05,+0.30,"7,346",
109/01/10,"32,386,886","521,334,693",16.20,16.25,15.85,16.15,+0.10,"5,239",
109/01/13,"23,989,283","386,198,437",16.15,16.20,16.05,16.05,-0.10,"4,260",
109/01/14,"61,290,528","997,160,931",16.10,16.40,16.05,16.25,+0.20,"9,826",
109/01/15,"36,473,736","592,044,792",16.30,16.40,16.10,16.15,-0.10,"7,113",
109/01/16,"27,867,646","447,303,962",16.20,16.20,16.00,16.15, 0.00,"5,258",
109/01/17,"28,877,214","462,551,691",16.15,16.15,15.95,16.00,-0.15,"4,528",
109/01/20,"31,117,744","498,489,704",15.85,16.15,15.85,16.05,+0.05,"5,326",
109/01/30,"137,855,301","2,092,322,215",15.50,15.55,14.95,15.10,-0.95,"15,447",
109/01/31,"68,549,345","1,027,195,504",15.05,15.20,14.80,14.90,-0.20,"8,733",
109/02/03,"75,652,825","1,102,172,270",14.45,15.00,14.15,15.00,+0.10,"8,488",
109/02/04,"70,790,085","1,072,651,052",15.00,15.30,14.90,15.20,+0.20,"8,638",
109/02/05,"77,032,246","1,194,091,132",15.25,15.70,15.25,15.50,+0.30,"12,981",
109/02/06,"157,712,052","2,541,901,176",15.80,16.35,15.75,16.25,+0.75,"15,950",
109/02/07,"80,109,163","1,308,858,525",16.20,16.50,16.15,16.35,+0.10,"11,177",
109/02/10,"44,206,055","722,024,768",16.15,16.55,16.00,16.40,+0.05,"8,851",
109/02/11,"84,802,688","1,418,808,521",16.55,16.90,16.50,16.70,+0.30,"10,797",
109/02/12,"79,548,774","1,338,051,389",16.65,16.95,16.60,16.90,+0.20,"13,223",
109/02/13,"73,179,317","1,236,884,767",17.00,17.15,16.65,16.85,-0.05,"12,391",
109/02/14,"43,506,095","721,482,510",16.60,16.70,16.50,16.50,-0.35,"7,526",
109/02/17,"40,030,219","658,937,270",16.50,16.55,16.35,16.40,-0.10,"5,838",
109/02/18,"44,154,247","716,631,239",16.40,16.40,16.10,16.15,-0.25,"9,586",
109/02/19,"30,092,840","485,861,725",16.10,16.25,16.05,16.10,-0.05,"8,092",
109/02/20,"43,133,196","701,982,634",16.25,16.50,16.10,16.30,+0.20,"7,680",
109/02/21,"26,572,971","427,649,593",16.15,16.25,16.00,16.05,-0.25,"4,843",
109/02/24,"48,434,882","767,932,178",15.90,15.95,15.80,15.80,-0.25,"7,108",
109/02/25,"39,151,580","621,216,044",15.60,16.10,15.60,15.90,+0.10,"6,304",
109/02/26,"47,662,845","745,786,422",15.60,15.75,15.60,15.60,-0.30,"7,489",
109/02/27,"81,289,042","1,252,448,733",15.60,15.75,15.25,15.30,-0.30,"10,525",
109/03/02,"99,628,541","1,518,118,939",14.95,15.45,14.95,15.25,-0.05,"8,617",
109/03/03,"88,570,177","1,374,038,766",15.55,15.75,15.35,15.50,+0.25,"12,722",
109/03/04,"85,641,276","1,347,967,339",15.50,16.00,15.50,15.80,+0.30,"8,937",
109/03/05,"59,085,885","937,378,460",16.00,16.05,15.70,15.70,-0.10,"11,445",
109/03/06,"72,732,487","1,125,902,964",15.55,15.60,15.40,15.45,-0.25,"10,057",
109/03/09,"82,969,389","1,248,213,166",15.15,15.15,14.95,15.05,-0.40,"11,252",
109/03/10,"82,904,523","1,240,800,754",14.95,15.25,14.80,14.95,-0.10,"12,083",
109/03/11,"55,553,147","829,658,907",15.00,15.05,14.80,14.80,-0.15,"9,782",
109/03/12,"138,258,958","1,967,829,036",14.60,14.65,13.85,14.35,-0.45,"14,585",
109/03/13,"211,904,177","2,932,821,828",13.70,14.30,13.65,14.05,-0.30,"18,705",
109/03/16,"81,036,386","1,125,189,057",14.00,14.10,13.75,13.90,-0.15,"9,086",
109/03/17,"147,402,414","2,032,173,969",13.75,14.00,13.65,13.75,-0.15,"12,799",
109/03/18,"90,628,139","1,253,166,496",13.80,14.00,13.75,13.80,+0.05,"11,308",
109/03/19,"176,799,652","2,380,210,214",13.75,13.80,13.10,13.70,-0.10,"15,451",
109/03/20,"158,070,287","2,209,400,322",13.80,14.40,13.80,13.85,+0.15,"21,336",
109/03/23,"59,406,609","812,761,253",13.55,13.85,13.50,13.75,-0.10,"9,419",
109/03/24,"114,641,252","1,595,333,608",14.05,14.15,13.80,13.85,+0.10,"14,109",
109/03/25,"187,932,889","2,663,715,374",14.05,14.35,13.95,14.10,+0.25,"17,998",
109/03/26,"74,645,046","1,051,092,068",14.15,14.20,13.95,14.10, 0.00,"6,759",
109/03/27,"59,235,321","835,651,344",14.35,14.35,13.90,14.00,-0.10,"8,450",
109/03/30,"38,765,524","537,712,678",13.85,13.95,13.75,13.95,-0.05,"3,860",
109/03/31,"79,000,889","1,099,709,559",14.35,14.35,13.65,13.65,-0.30,"7,970",
109/04/01,"48,954,990","673,209,888",13.85,13.85,13.65,13.80,+0.15,"6,157",
109/04/06,"75,417,890","1,053,322,856",13.95,14.10,13.80,14.10,+0.30,"7,578",
109/04/07,"112,835,791","1,591,981,089",14.25,14.30,13.95,14.15,+0.05,"8,442",
109/04/08,"70,020,325","994,587,911",14.15,14.30,14.10,14.20,+0.05,"9,495",
109/04/09,"40,473,210","576,200,202",14.30,14.40,14.10,14.20, 0.00,"6,537",
109/04/10,"23,315,732","331,496,847",14.25,14.30,14.15,14.30,+0.10,"3,591",
109/04/13,"94,375,364","1,389,318,115",14.45,15.10,14.40,14.80,+0.50,"15,717",
109/04/14,"70,873,919","1,062,777,698",15.05,15.15,14.85,15.15,+0.35,"11,462",
109/04/15,"76,800,916","1,153,667,281",15.15,15.20,14.90,15.10,-0.05,"18,035",
109/04/16,"55,714,536","831,927,500",14.85,15.10,14.80,14.90,-0.20,"9,618",
109/04/17,"102,841,345","1,562,964,125",15.20,15.45,15.00,15.05,+0.15,"16,568",
109/04/20,"46,983,290","708,535,630",15.10,15.20,14.95,15.15,+0.10,"7,932",
109/04/21,"74,235,734","1,116,229,862",15.10,15.35,14.80,14.80,-0.35,"12,580",
109/04/22,"51,801,119","779,263,200",14.80,15.20,14.75,15.20,+0.40,"9,379",
109/04/23,"157,791,012","2,480,411,932",15.45,16.00,15.40,15.80,+0.60,"24,322",
109/04/24,"104,062,670","1,660,996,497",15.90,16.10,15.85,15.90,+0.10,"19,782",
109/04/27,"121,440,284","1,954,424,767",16.15,16.30,15.90,16.15,+0.25,"17,083",
109/04/28,"219,150,807","3,312,193,487",15.50,15.60,14.75,15.00,-1.15,"41,197",
109/04/29,"96,798,319","1,485,883,726",15.20,15.50,15.20,15.30,+0.30,"16,286",
109/04/30,"64,768,656","1,003,539,346",15.45,15.60,15.35,15.55,+0.25,"11,380",
109/05/04,"47,975,074","732,457,685",15.10,15.45,15.05,15.35,-0.20,"9,251",
109/05/05,"34,096,450","524,216,465",15.50,15.55,15.25,15.25,-0.10,"7,971",
109/05/06,"34,763,487","532,444,055",15.25,15.45,15.25,15.30,+0.05,"8,472",
109/05/07,"85,739,112","1,290,910,874",15.45,15.85,15.30,15.60,+0.30,"11,023",
109/05/08,"39,736,136","621,347,772",15.85,15.85,15.50,15.65,+0.05,"7,566",
109/05/11,"42,257,477","662,233,437",15.80,15.85,15.60,15.60,-0.05,"8,859",
109/05/12,"40,406,407","625,139,245",15.50,15.65,15.35,15.45,-0.15,"7,034",
109/05/13,"30,545,962","473,588,136",15.40,15.60,15.35,15.60,+0.15,"5,718",
109/05/14,"31,677,085","488,027,623",15.45,15.55,15.20,15.35,-0.25,"7,710",
109/05/15,"32,116,870","492,228,366",15.45,15.50,15.15,15.40,+0.05,"5,927",
109/05/18,"41,754,666","634,472,918",15.40,15.40,15.10,15.10,-0.30,"7,806",
109/05/19,"54,397,126","817,971,490",15.30,15.30,14.90,14.95,-0.15,"19,236",
109/05/20,"63,261,595","946,138,123",15.15,15.15,14.85,14.85,-0.10,"17,936",
109/05/21,"39,817,856","604,208,799",15.00,15.30,14.95,15.30,+0.45,"7,788",
