日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,註記
109/01/02,"12,366,703","249,332,485",20.30,20.30,20.10,20.20, 0.00,"3,266",
109/01/03,"8,412,491","170,236,640",20.20,20.30,20.15,20.25,+0.05,"2,194",
109/01/06,"10,866,181","217,283,512",20.15,20.15,19.90,19.95,-0.30,"2,670",
109/01/07,"13,286,537","265,057,120",19.95,20.00,19.90,19.90,-0.05,"3,350",
109/01/08,"12,600,228","250,297,173",19.80,20.00,19.70,19.80,-0.10,"2,874",
109/01/09,"14,520,462","289,522,840",19.90,20.00,19.85,20.00,+0.20,"2,663",
109/01/10,"12,564,364","251,960,117",20.05,20.15,19.95,20.10,+0.10,"1,778",
109/01/13,"17,500,181","352,196,714",20.15,20.20,20.00,20.20,+0.10,"2,648",
109/01/14,"24,324,918","494,095,040",20.25,20.40,20.20,20.35,+0.15,"3,724",
109/01/15,"15,721,443","320,618,703",20.40,20.50,20.30,20.40,+0.05,"2,130",
109/01/16,"10,417,826","212,104,061",20.40,20.40,20.25,20.40, 0.00,"2,813",
109/01/17,"12,336,732","252,574,587",20.45,20.50,20.40,20.50,+0.10,"3,312",
109/01/20,"17,670,330","364,664,068",20.50,20.75,20.50,20.65,+0.15,"3,256",
109/01/30,"46,362,327","910,945,230",20.30,20.30,19.30,19.35,-1.30,"10,811",
109/01/31,"26,093,367","513,419,765",19.40,19.90,19.40,19.70,+0.35,"4,795",
109/02/03,"24,191,389","476,703,838",19.30,19.95,19.25,19.80,+0.10,"5,411",
109/02/04,"34,998,768","697,476,645",19.90,20.05,19.65,20.05,+0.25,"5,424",
109/02/05,"24,863,505","499,923,198",20.00,20.20,19.80,20.20,+0.15,"3,046",
109/02/06,"31,365,173","636,352,912",20.25,20.40,20.20,20.25,+0.05,"3,408",
109/02/07,"12,390,124","251,099,575",20.15,20.35,20.10,20.30,+0.05,"2,898",
109/02/10,"15,506,028","315,267,397",20.20,20.45,20.10,20.40,+0.10,"3,017",
109/02/11,"14,305,670","290,102,387",20.40,20.40,20.20,20.30,-0.10,"2,966",
109/02/12,"18,172,156","366,251,853",20.25,20.30,20.05,20.05,-0.25,"3,946",
109/02/13,"17,455,663","351,260,069",20.05,20.20,20.05,20.15,+0.10,"3,597",
109/02/14,"9,181,248","184,720,205",20.05,20.20,20.05,20.15, 0.00,"2,025",
109/02/17,"8,184,277","164,326,326",20.05,20.15,20.00,20.15, 0.00,"1,511",
109/02/18,"7,151,163","143,853,491",20.05,20.20,20.00,20.20,+0.05,"1,778",
109/02/19,"14,937,639","301,593,716",20.20,20.30,20.05,20.30,+0.10,"2,527",
109/02/20,"16,683,190","339,147,420",20.35,20.40,20.30,20.30, 0.00,"2,910",
109/02/21,"15,243,349","308,492,268",20.30,20.40,20.10,20.25,-0.05,"2,393",
109/02/24,"18,459,599","367,180,777",20.05,20.05,19.75,19.85,-0.40,"5,041",
109/02/25,"13,042,881","257,412,124",19.75,19.85,19.65,19.75,-0.10,"4,043",
109/02/26,"26,194,059","511,675,638",19.60,19.70,19.45,19.50,-0.25,"6,066",
109/02/27,"23,470,383","453,219,082",19.40,19.50,19.20,19.20,-0.30,"4,892",
109/03/02,"25,869,631","487,820,816",18.40,19.15,18.35,18.95,-0.25,"6,664",
109/03/03,"21,748,433","415,783,216",19.10,19.30,18.90,19.20,+0.25,"4,789",
109/03/04,"12,025,290","231,242,603",19.15,19.30,19.05,19.30,+0.10,"2,151",
109/03/05,"27,000,798","526,622,745",19.35,19.60,19.35,19.50,+0.20,"4,717",
109/03/06,"21,835,262","418,208,556",19.40,19.45,19.05,19.05,-0.45,"5,903",
109/03/09,"31,811,794","588,328,254",18.60,18.70,18.30,18.40,-0.65,"9,020",
109/03/10,"20,211,562","371,203,062",18.05,18.55,18.05,18.50,+0.10,"4,664",
109/03/11,"21,162,890","389,013,432",18.50,18.60,18.20,18.25,-0.25,"5,863",
109/03/12,"37,896,475","669,660,836",18.10,18.15,17.30,17.50,-0.75,"10,111",
109/03/13,"47,417,467","783,441,474",16.20,17.40,16.00,17.40,-0.10,"11,854",
109/03/16,"39,235,720","659,246,238",17.20,17.20,16.45,16.45,-0.95,"8,060",
109/03/17,"47,329,905","746,142,903",15.80,16.15,15.60,15.60,-0.85,"9,549",
109/03/18,"39,140,446","606,092,853",15.40,15.80,15.10,15.55,-0.05,"8,698",
109/03/19,"56,076,589","803,554,450",14.80,14.90,14.00,14.00,-1.55,"14,375",
109/03/20,"60,805,884","903,533,919",14.15,15.35,14.15,15.25,+1.25,"10,588",
109/03/23,"23,770,230","342,761,185",14.40,14.70,14.20,14.20,-1.05,"6,068",
109/03/24,"28,767,379","438,030,589",14.90,15.55,14.85,15.20,+1.00,"6,238",
109/03/25,"39,122,452","615,305,434",15.90,15.95,15.40,15.75,+0.55,"7,820",
109/03/26,"20,866,152","326,641,990",15.80,15.80,15.50,15.60,-0.15,"4,223",
109/03/27,"32,523,989","518,923,124",15.90,16.10,15.75,16.00,+0.40,"6,671",
109/03/30,"19,647,645","307,151,820",15.60,15.85,15.40,15.60,-0.40,"4,420",
109/03/31,"22,684,582","354,067,242",15.85,15.90,15.45,15.55,-0.05,"4,854",
109/04/01,"23,152,135","354,559,257",15.50,15.50,15.25,15.30,-0.25,"6,689",
109/04/06,"22,523,072","347,934,177",15.60,15.60,15.20,15.50,+0.20,"4,237",
109/04/07,"19,823,015","309,269,936",15.75,15.80,15.40,15.65,+0.15,"4,254",
109/04/08,"20,300,398","317,980,117",15.50,15.80,15.50,15.70,+0.05,"4,691",
109/04/09,"21,654,839","343,685,624",15.75,16.00,15.75,15.90,+0.20,"5,146",
109/04/10,"24,699,558","398,590,379",15.90,16.35,15.85,16.30,+0.40,"5,788",
109/04/13,"13,534,109","217,983,844",16.20,16.20,16.00,16.05,-0.25,"3,982",
109/04/14,"37,894,832","627,844,856",16.10,17.00,16.05,16.70,+0.65,"6,715",
109/04/15,"25,355,668","434,739,580",17.00,17.30,16.95,17.20,+0.50,"7,662",
109/04/16,"32,194,944","541,116,451",16.90,16.90,16.60,16.80,-0.40,"7,485",
109/04/17,"31,341,828","535,154,250",17.10,17.35,16.85,16.85,+0.05,"8,210",
109/04/20,"15,548,628","261,676,566",16.90,16.95,16.75,16.75,-0.10,"3,625",
109/04/21,"37,162,742","603,425,132",16.60,16.60,16.05,16.10,-0.65,"9,896",
109/04/22,"25,672,546","408,360,217",15.90,16.10,15.75,16.00,-0.10,"6,941",
109/04/23,"21,020,109","339,569,752",16.10,16.30,16.00,16.15,+0.15,"4,696",
