日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,註記
109/01/02,"316,449","212,733,279",685.00,685.00,662.00,671.00,-12.00,357,
109/01/03,"317,335","215,896,125",680.00,692.00,671.00,677.00,+6.00,319,
109/01/06,"252,076","167,879,540",682.00,682.00,656.00,669.00,-8.00,231,
109/01/07,"271,579","179,263,561",673.00,674.00,653.00,659.00,-10.00,298,
109/01/08,"249,017","163,933,135",663.00,674.00,647.00,655.00,-4.00,258,
109/01/09,"390,302","260,224,528",664.00,670.00,660.00,668.00,+13.00,232,
109/01/10,"148,897","99,618,093",668.00,674.00,663.00,669.00,+1.00,164,
109/01/13,"342,930","234,617,050",668.00,690.00,668.00,687.00,+18.00,335,
109/01/14,"296,009","202,384,084",690.00,698.00,673.00,679.00,-8.00,301,
109/01/15,"265,248","178,896,152",680.00,680.00,668.00,676.00,-3.00,245,
109/01/16,"145,482","97,798,868",678.00,678.00,668.00,669.00,-7.00,159,
109/01/17,"247,909","168,869,483",672.00,687.00,670.00,687.00,+18.00,253,
109/01/20,"339,473","237,676,100",690.00,704.00,690.00,702.00,+15.00,355,
109/01/30,"705,027","454,256,091",685.00,685.00,632.00,632.00,-70.00,672,
109/01/31,"790,216","489,904,216",603.00,633.00,602.00,622.00,-10.00,745,
109/02/03,"413,422","256,417,328",595.00,635.00,595.00,619.00,-3.00,417,
109/02/04,"391,090","246,030,600",619.00,640.00,614.00,634.00,+15.00,389,
109/02/05,"301,126","190,796,010",635.00,638.00,630.00,633.00,-1.00,272,
109/02/06,"308,076","202,136,312",637.00,665.00,637.00,658.00,+25.00,307,
109/02/07,"384,065","249,207,185",650.00,669.00,640.00,649.00,-9.00,382,
109/02/10,"191,590","122,095,600",643.00,649.00,630.00,630.00,-19.00,196,
109/02/11,"298,215","187,734,450",640.00,642.00,622.00,624.00,-6.00,290,
109/02/12,"340,245","215,185,595",625.00,640.00,623.00,630.00,+6.00,315,
109/02/13,"544,238","357,696,270",643.00,669.00,640.00,669.00,+39.00,547,
109/02/14,"208,186","138,531,724",670.00,671.00,657.00,665.00,-4.00,211,
109/02/17,"111,813","74,618,710",660.00,678.00,653.00,670.00,+5.00,132,
109/02/18,"350,748","228,388,704",660.00,669.00,644.00,646.00,-24.00,347,
109/02/19,"337,440","223,472,280",653.00,669.00,647.00,666.00,+20.00,335,
109/02/20,"401,018","264,278,754",678.00,678.00,647.00,651.00,-15.00,396,
109/02/21,"421,866","277,451,632",655.00,669.00,649.00,652.00,+1.00,417,
109/02/24,"476,560","306,131,400",649.00,655.00,635.00,636.00,-16.00,461,
109/02/25,"244,550","156,543,450",625.00,646.00,625.00,643.00,+7.00,262,
109/02/26,"594,825","374,474,450",632.00,638.00,623.00,626.00,-17.00,583,
109/02/27,"765,021","473,737,167",625.00,635.00,601.00,627.00,+1.00,605,
109/03/02,"771,599","462,307,405",596.00,608.00,586.00,600.00,-27.00,782,
109/03/03,"419,332","256,543,188",614.00,624.00,606.00,609.00,+9.00,393,
109/03/04,"482,968","300,957,904",608.00,632.00,608.00,628.00,+19.00,436,
109/03/05,"260,684","164,733,288",628.00,637.00,628.00,634.00,+6.00,240,
109/03/06,"600,803","365,317,830",632.00,632.00,603.00,604.00,-30.00,549,
109/03/09,"835,717","481,219,973",578.00,595.00,566.00,568.00,-36.00,837,
109/03/10,"645,551","362,276,764",566.00,570.00,551.00,563.00,-5.00,591,
109/03/11,"600,129","338,186,530",563.00,579.00,550.00,553.00,-10.00,561,
109/03/12,"769,892","398,891,704",544.00,550.00,502.00,507.00,-46.00,726,
109/03/13,"1,136,666","530,860,340",468.50,497.00,456.50,488.00,-19.00,"1,022",
109/03/16,"862,088","391,167,072",488.00,488.00,439.50,439.50,-48.50,806,
109/03/17,"1,398,362","573,180,695",430.50,430.50,402.00,402.50,-37.00,"1,308",
109/03/18,"1,416,742","556,158,508",403.50,415.00,372.50,372.50,-30.00,"1,371",
109/03/19,"1,703,330","590,178,380",362.00,374.00,335.50,335.50,-37.00,"1,595",
109/03/20,"1,694,360","604,147,760",339.00,368.00,339.00,368.00,+32.50,"1,488",
109/03/23,"968,546","343,854,060",340.00,366.00,335.50,360.00,-8.00,821,
109/03/24,"538,247","210,186,812",378.00,396.00,372.00,396.00,+36.00,462,
109/03/25,"310,177","135,004,080",435.00,435.50,431.00,435.50,+39.50,249,
109/03/26,"1,505,364","693,982,852",465.00,474.00,445.00,463.00,+27.50,"1,436",
