日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,註記
109/01/02,"1,597,059","109,764,116",69.60,69.90,68.00,68.40,-1.20,"1,149",
109/01/03,"958,092","65,860,225",68.50,69.00,68.30,69.00,+0.60,757,
109/01/06,"651,250","44,519,136",69.00,69.00,68.10,68.20,-0.80,523,
109/01/07,"1,141,497","78,758,693",68.20,69.60,68.10,69.20,+1.00,843,
109/01/08,"1,126,198","77,760,530",69.50,69.60,68.30,68.90,-0.30,855,
109/01/09,"436,928","30,108,631",68.90,69.30,68.70,68.90, 0.00,333,
109/01/10,"623,253","43,089,457",68.90,69.40,68.50,69.30,+0.40,483,
109/01/13,"1,065,960","74,635,400",69.90,70.60,69.70,70.00,+0.70,693,
109/01/14,"721,893","50,631,833",70.00,70.60,69.60,70.00, 0.00,470,
109/01/15,"1,042,726","73,331,183",70.00,70.60,69.90,70.50,+0.50,630,
109/01/16,"954,592","67,356,566",70.10,70.90,70.10,70.50, 0.00,573,
109/01/17,"907,714","64,280,900",70.50,71.10,70.50,70.80,+0.30,524,
109/01/20,"891,281","63,306,752",70.80,71.40,70.80,70.90,+0.10,525,
109/01/30,"3,517,791","241,476,141",69.80,70.00,67.30,68.10,-2.80,"2,365",
109/01/31,"2,255,891","156,848,346",67.60,70.60,67.60,69.20,+1.10,"1,235",
109/02/03,"2,320,380","164,817,076",68.50,72.70,68.10,71.30,+2.10,"1,696",
109/02/04,"1,762,367","125,450,557",71.30,71.70,70.60,71.20,-0.10,"1,188",
109/02/05,"1,248,113","88,693,623",71.20,71.30,70.70,71.10,-0.10,768,
109/02/06,"3,658,694","265,339,346",72.30,73.70,71.10,72.10,+1.00,"2,190",
109/02/07,"1,157,219","82,469,493",72.20,72.40,70.80,70.80,-1.30,869,
109/02/10,"1,415,556","98,607,147",70.00,70.30,69.00,69.20,-1.60,871,
109/02/11,"1,437,537","101,611,658",69.70,71.30,69.60,70.90,+1.70,877,
109/02/12,"1,856,008","131,600,749",71.10,71.50,70.50,71.00,+0.10,"1,145",
109/02/13,"1,888,498","134,338,193",71.50,72.00,70.60,70.70,-0.30,"1,213",
109/02/14,"1,540,246","109,341,057",70.70,71.20,70.70,71.00,+0.30,958,
109/02/17,"1,594,889","112,072,004",70.00,71.00,69.70,70.10,-0.90,"1,140",
109/02/18,"1,697,129","117,394,147",69.90,69.90,68.60,68.80,-1.30,"1,183",
109/02/19,"2,680,822","182,419,403",69.00,69.00,67.60,68.10,-0.70,"1,928",
109/02/20,"2,053,091","137,838,832",68.20,68.30,66.50,67.30,-0.80,"1,629",
109/02/21,"1,694,872","114,004,207",67.00,67.80,66.80,67.30, 0.00,843,
109/02/24,"1,916,181","129,718,064",67.50,68.50,66.60,68.40,+1.10,"1,321",
109/02/25,"1,008,516","68,381,987",67.50,68.20,67.30,67.70,-0.70,716,
109/02/26,"1,048,165","70,654,658",67.80,67.80,66.90,67.60,-0.10,834,
109/02/27,"1,579,852","106,777,557",67.30,67.90,67.10,67.90,+0.30,923,
109/03/02,"2,398,062","164,214,671",67.80,69.20,67.50,68.10,+0.20,"1,695",
109/03/03,"939,466","64,533,103",68.80,69.10,68.40,68.40,+0.30,744,
109/03/04,"1,340,777","91,060,481",68.10,68.80,67.50,68.20,-0.20,"1,124",
109/03/05,"1,150,194","78,236,192",68.20,68.70,67.80,68.00,-0.20,925,
109/03/06,"831,230","55,973,543",68.00,68.30,67.10,67.10,-0.90,716,
109/03/09,"2,097,817","135,620,788",66.10,66.20,63.70,63.80,-3.30,"1,649",
109/03/10,"1,506,362","94,621,706",63.30,63.70,62.00,63.00,-0.80,"1,086",
109/03/11,"1,329,997","83,430,394",63.20,64.00,61.90,62.20,-0.80,"1,174",
109/03/12,"2,911,972","174,722,175",61.50,61.50,58.70,60.80,-1.40,"1,930",
109/03/13,"4,093,972","228,086,068",57.70,58.40,54.80,56.70,-4.10,"2,808",
109/03/16,"2,117,158","116,422,199",56.60,56.70,54.00,54.20,-2.50,"1,716",
109/03/17,"2,728,176","143,262,281",51.60,53.80,51.20,52.50,-1.70,"1,786",
109/03/18,"2,754,013","147,727,894",53.10,54.70,52.60,54.20,+1.70,"2,160",
109/03/19,"5,047,285","274,694,760",54.80,56.50,51.80,55.80,+1.60,"3,630",
109/03/20,"3,784,812","211,912,158",56.40,57.70,54.50,54.80,-1.00,"2,603",
109/03/23,"1,793,680","95,089,405",52.20,54.50,52.00,52.50,-2.30,893,
109/03/24,"2,714,782","152,347,276",55.10,56.70,54.20,56.60,+4.10,"1,940",
109/03/25,"1,870,495","107,410,053",57.00,58.70,56.60,57.10,+0.50,"1,325",
109/03/26,"1,745,399","98,992,716",57.90,57.90,55.40,57.10, 0.00,"1,302",
109/03/27,"1,524,112","88,611,632",57.90,58.50,57.30,58.40,+1.30,"1,107",
109/03/30,"963,163","55,855,213",58.00,58.70,57.00,58.00,-0.40,624,
109/03/31,"3,901,557","239,244,377",58.50,63.00,58.50,61.00,+3.00,"2,556",
109/04/01,"2,819,292","176,338,504",62.40,63.70,61.70,62.00,+1.00,"1,913",
109/04/06,"1,894,259","120,413,234",62.40,64.30,62.30,63.90,+1.90,"1,457",
109/04/07,"1,596,744","101,671,855",64.90,64.90,62.70,63.80,-0.10,"1,309",
109/04/08,"1,430,014","92,004,184",64.20,65.40,63.60,63.60,-0.20,"1,161",
109/04/09,"973,902","61,826,761",63.40,64.00,62.80,63.60, 0.00,780,
109/04/10,"725,462","45,699,288",63.50,64.00,62.40,62.90,-0.70,551,
109/04/13,"498,268","31,366,745",62.70,63.50,62.50,62.90, 0.00,410,
109/04/14,"1,241,882","79,215,522",62.30,64.30,62.30,63.90,+1.00,846,
109/04/15,"1,304,825","84,698,997",64.20,65.30,64.20,65.30,+1.40,908,
109/04/16,"1,043,433","67,648,289",65.00,65.30,64.30,64.90,-0.40,863,
109/04/17,"2,109,158","139,918,008",65.60,67.40,65.30,65.60,+0.70,"1,617",
109/04/20,"1,913,549","129,297,966",66.10,68.20,66.10,68.20,+2.60,"1,341",
109/04/21,"1,542,831","102,629,069",67.80,67.80,65.60,66.40,-1.80,"1,191",
109/04/22,"985,715","64,904,341",65.90,66.80,65.20,66.50,+0.10,795,
109/04/23,"1,218,891","80,851,765",66.70,66.80,65.50,66.20,-0.30,884,
109/04/24,"1,088,504","71,850,108",66.70,66.80,65.60,65.90,-0.30,495,
109/04/27,"1,426,450","94,575,200",66.10,66.90,65.90,65.90, 0.00,905,
109/04/28,"1,672,484","112,145,888",66.50,67.40,66.40,67.30,+1.40,974,
109/04/29,"1,046,527","70,607,854",67.80,67.90,67.10,67.30, 0.00,890,
109/04/30,"1,301,298","87,832,544",67.60,67.80,67.20,67.30, 0.00,943,
109/05/04,"1,314,224","85,940,612",64.00,66.20,63.90,65.80,-1.50,989,
109/05/05,"790,406","51,918,496",65.40,66.30,65.00,65.60,-0.20,557,
109/05/06,"1,309,234","85,003,447",65.10,65.40,64.30,65.00,-0.60,"1,003",
