timestamp,open,high,low,close,volume
2026-02-23T09:00:00+08:00,1900.0,1920.0,1900.0,1915.0,0
2026-02-23T09:05:00+08:00,1915.0,1920.0,1910.0,1920.0,2236000
2026-02-23T09:10:00+08:00,1920.0,1920.0,1915.0,1920.0,1862489
2026-02-23T09:15:00+08:00,1920.0,1920.0,1915.0,1915.0,1069642
2026-02-23T09:20:00+08:00,1920.0,1925.0,1915.0,1920.0,2604294
2026-02-23T09:25:00+08:00,1920.0,1925.0,1915.0,1920.0,1585491
2026-02-23T09:30:00+08:00,1920.0,1925.0,1915.0,1925.0,1254821
2026-02-23T09:35:00+08:00,1925.0,1930.0,1925.0,1925.0,853804
2026-02-23T09:40:00+08:00,1925.0,1935.0,1925.0,1935.0,1340690
2026-02-23T09:45:00+08:00,1935.0,1935.0,1930.0,1935.0,1123029
2026-02-23T09:50:00+08:00,1935.0,1935.0,1925.0,1925.0,1667132
2026-02-23T09:55:00+08:00,1925.0,1930.0,1920.0,1920.0,1384937
2026-02-23T10:00:00+08:00,1925.0,1925.0,1920.0,1920.0,503771
2026-02-23T10:05:00+08:00,1925.0,1925.0,1920.0,1925.0,525836
2026-02-23T10:10:00+08:00,1925.0,1925.0,1915.0,1920.0,1242520
2026-02-23T10:15:00+08:00,1920.0,1920.0,1915.0,1920.0,441841
2026-02-23T10:20:00+08:00,1915.0,1925.0,1915.0,1925.0,1023482
2026-02-23T10:25:00+08:00,1925.0,1925.0,1920.0,1925.0,235510
2026-02-23T10:30:00+08:00,1920.0,1925.0,1920.0,1925.0,357677
2026-02-23T10:35:00+08:00,1925.0,1925.0,1920.0,1925.0,465216
2026-02-23T10:40:00+08:00,1920.0,1925.0,1920.0,1925.0,939433
2026-02-23T10:45:00+08:00,1925.0,1925.0,1920.0,1925.0,766101
2026-02-23T10:50:00+08:00,1925.0,1930.0,1920.0,1930.0,382979
2026-02-23T10:55:00+08:00,1930.0,1930.0,1920.0,1925.0,835510
2026-02-23T11:00:00+08:00,1925.0,1925.0,1920.0,1925.0,342773
2026-02-23T11:05:00+08:00,1925.0,1925.0,1920.0,1925.0,371745
2026-02-23T11:10:00+08:00,1925.0,1925.0,1920.0,1920.0,501713
2026-02-23T11:15:00+08:00,1925.0,1925.0,1915.0,1915.0,1168138
2026-02-23T11:20:00+08:00,1915.0,1920.0,1915.0,1920.0,333966
2026-02-23T11:25:00+08:00,1920.0,1920.0,1915.0,1920.0,427449
2026-02-23T11:30:00+08:00,1920.0,1920.0,1915.0,1920.0,513498
2026-02-23T11:35:00+08:00,1920.0,1920.0,1915.0,1920.0,648374
2026-02-23T11:40:00+08:00,1920.0,1920.0,1915.0,1920.0,633474
2026-02-23T11:45:00+08:00,1920.0,1920.0,1915.0,1920.0,449542
2026-02-23T11:50:00+08:00,1915.0,1920.0,1915.0,1915.0,310793
2026-02-23T11:55:00+08:00,1920.0,1920.0,1915.0,1920.0,314433
2026-02-23T12:00:00+08:00,1920.0,1920.0,1915.0,1920.0,425668
2026-02-23T12:05:00+08:00,1920.0,1920.0,1915.0,1920.0,477703
2026-02-23T12:10:00+08:00,1915.0,1920.0,1915.0,1920.0,345065
2026-02-23T12:15:00+08:00,1915.0,1920.0,1915.0,1920.0,466197
2026-02-23T12:20:00+08:00,1920.0,1920.0,1915.0,1915.0,445221
2026-02-23T12:25:00+08:00,1920.0,1920.0,1915.0,1920.0,377418
2026-02-23T12:30:00+08:00,1920.0,1920.0,1915.0,1915.0,578678
2026-02-23T12:35:00+08:00,1920.0,1920.0,1915.0,1920.0,512844
2026-02-23T12:40:00+08:00,1915.0,1920.0,1915.0,1920.0,356307
2026-02-23T12:45:00+08:00,1915.0,1920.0,1915.0,1920.0,544249
2026-02-23T12:50:00+08:00,1915.0,1920.0,1915.0,1920.0,700861
2026-02-23T12:55:00+08:00,1920.0,1920.0,1915.0,1920.0,1125364
2026-02-23T13:00:00+08:00,1920.0,1920.0,1915.0,1915.0,1227835
2026-02-23T13:05:00+08:00,1915.0,1920.0,1910.0,1910.0,2729758
2026-02-23T13:10:00+08:00,1910.0,1915.0,1905.0,1905.0,2286506
2026-02-23T13:15:00+08:00,1905.0,1910.0,1905.0,1905.0,1372249
2026-02-23T13:20:00+08:00,1905.0,1910.0,1900.0,1905.0,2349008
2026-02-23T13:25:00+08:00,1900.0,1905.0,1900.0,1905.0,0
2026-02-24T09:00:00+08:00,1915.0,1920.0,1915.0,1920.0,0
2026-02-24T09:05:00+08:00,1920.0,1925.0,1915.0,1920.0,2094163
2026-02-24T09:10:00+08:00,1920.0,1925.0,1915.0,1915.0,835597
2026-02-24T09:15:00+08:00,1920.0,1925.0,1915.0,1925.0,255741
2026-02-24T09:20:00+08:00,1920.0,1930.0,1920.0,1925.0,1622822
2026-02-24T09:25:00+08:00,1925.0,1930.0,1920.0,1925.0,609130
