timestamp,open,high,low,close,volume
2026-04-21T04:00:00,419.6900,420.1100,418.0700,419.6500,44813
2026-04-21T04:05:00,419.6200,420.0100,418.8600,419.5300,5549
2026-04-21T04:10:00,419.5012,419.7700,419.3900,419.4450,2518
2026-04-21T04:15:00,419.4988,419.5250,419.0222,419.4100,2327
2026-04-21T04:20:00,419.4900,419.5800,419.0437,419.4488,2167
2026-04-21T04:25:00,419.4427,419.9988,419.2637,419.7200,1298
2026-04-21T04:30:00,419.7200,420.2000,419.7200,420.1900,2442
2026-04-21T04:35:00,420.0900,420.2000,419.6147,420.2000,2281
2026-04-21T04:40:00,420.2000,420.5150,420.0500,420.4900,3089
2026-04-21T04:45:00,420.4200,420.4895,420.0000,420.2600,4274
2026-04-21T04:50:00,420.2000,420.4000,419.9500,420.0400,2637
2026-04-21T04:55:00,420.0500,420.3800,419.7700,419.8000,3254
2026-04-21T05:00:00,419.8100,419.9000,419.3000,419.5200,1739
2026-04-21T05:05:00,419.5200,419.9000,419.2000,419.3000,1987
2026-04-21T05:10:00,419.2000,419.7700,419.1600,419.2600,2664
2026-04-21T05:15:00,419.4100,419.4800,419.1612,419.3575,650
2026-04-21T05:20:00,419.3467,419.4500,419.0000,419.2800,5684
2026-04-21T05:25:00,419.2500,419.4000,419.1100,419.2685,928
2026-04-21T05:30:00,419.3400,419.7455,419.2900,419.5200,1526
2026-04-21T05:35:00,419.7488,419.7500,419.3500,419.4300,741
2026-04-21T05:40:00,419.3900,419.6700,419.2550,419.3916,764
2026-04-21T05:45:00,419.3600,419.6900,419.3415,419.5200,643
2026-04-21T05:50:00,419.5000,419.6900,419.4072,419.5000,889
2026-04-21T05:55:00,419.4500,419.6600,419.3075,419.4300,3148
2026-04-21T06:00:00,419.3900,419.6000,419.3100,419.3153,2059
2026-04-21T06:05:00,419.4100,419.7700,419.3300,419.7075,1846
2026-04-21T06:10:00,419.7900,420.0000,419.5500,419.6300,1711
2026-04-21T06:15:00,419.6500,419.9700,419.5600,419.8654,2307
2026-04-21T06:20:00,419.7000,419.8788,419.6300,419.7000,971
2026-04-21T06:25:00,419.6400,419.7900,419.5300,419.6800,2508
2026-04-21T06:30:00,419.6500,419.8000,419.5000,419.6600,1986
2026-04-21T06:35:00,419.6800,419.7947,419.5952,419.7300,449
2026-04-21T06:40:00,419.7000,420.0000,419.6800,419.7600,946
2026-04-21T06:45:00,419.7600,419.8800,419.7035,419.8000,2072
2026-04-21T06:50:00,419.7800,420.0920,419.6800,419.8000,5787
2026-04-21T06:55:00,419.8000,419.8988,419.6635,419.7000,3538
2026-04-21T07:00:00,419.7000,419.8000,418.0700,419.5380,15422
2026-04-21T07:05:00,419.5998,419.7500,419.1100,419.4000,7370
2026-04-21T07:10:00,419.2800,419.5100,419.1100,419.1600,5199
2026-04-21T07:15:00,419.2200,419.4000,419.1100,419.2100,3383
2026-04-21T07:20:00,419.2500,419.3999,418.0700,419.3250,21360
2026-04-21T07:25:00,419.3400,419.5900,419.2500,419.2700,4799
2026-04-21T07:30:00,419.5000,419.7200,419.3600,419.6100,5144
2026-04-21T07:35:00,419.5600,419.9000,418.0700,419.7900,4736
2026-04-21T07:40:00,419.7700,419.9707,418.0700,419.8300,9198
2026-04-21T07:45:00,419.9000,420.1800,418.0700,420.0300,8949
2026-04-21T07:50:00,420.0200,420.0900,419.8100,419.9700,6995
2026-04-21T07:55:00,419.8500,419.9800,419.6800,419.7000,7543
2026-04-21T08:00:00,419.7700,419.9300,419.5100,419.5400,10310
2026-04-21T08:05:00,419.7214,420.0550,416.8517,419.7055,6057
2026-04-21T08:10:00,419.8800,419.9157,418.0700,419.8000,5791
2026-04-21T08:15:00,419.6300,419.8000,418.0700,419.3500,12836
2026-04-21T08:20:00,419.3500,419.6400,419.2600,419.5000,4611
2026-04-21T08:25:00,419.4100,419.6400,419.2600,419.6300,3483
2026-04-21T08:30:00,419.6300,419.7984,419.4800,419.7853,3489
2026-04-21T08:35:00,419.8000,419.9800,419.0200,419.4273,13177
2026-04-21T08:40:00,419.3000,419.9000,419.0000,419.1600,8517
2026-04-21T08:45:00,419.1900,419.7277,419.0500,419.2500,8611
2026-04-21T08:50:00,419.1600,419.3500,419.0500,419.1100,8354
2026-04-21T08:55:00,419.1000,419.5700,419.0500,419.1600,4686
2026-04-21T09:00:00,419.2000,419.4800,419.0000,419.0800,6569
2026-04-21T09:05:00,419.1011,419.1600,418.6800,418.7400,15145
2026-04-21T09:10:00,418.7600,419.0800,418.6600,418.6800,8785
2026-04-21T09:15:00,418.7000,418.9400,418.4475,418.8383,14382
2026-04-21T09:20:00,418.8800,419.0200,418.3010,418.5700,15832
2026-04-21T09:25:00,418.6400,421.4900,418.6000,420.1800,59187
2026-04-21T09:30:00,420.2400,420.2400,417.2000,418.5350,963184
2026-04-21T09:35:00,418.4601,419.8800,418.1800,418.8450,431104
2026-04-21T09:40:00,418.8700,421.6499,418.8500,421.0050,528170
2026-04-21T09:45:00,421.0500,422.4000,420.0501,422.3219,529697
2026-04-21T09:50:00,422.3700,423.0900,421.7600,423.0500,476937
2026-04-21T09:55:00,423.1000,424.0000,422.7400,423.8750,435790
2026-04-21T10:00:00,423.9100,424.4200,423.1500,423.4000,519074
2026-04-21T10:05:00,423.4150,424.6150,422.7800,424.5600,383950
2026-04-21T10:10:00,424.5600,425.0000,423.8000,424.0900,452077
2026-04-21T10:15:00,424.1400,425.3000,424.0700,424.3011,472955
2026-04-21T10:20:00,424.4000,424.6300,423.6200,423.9500,350571
2026-04-21T10:25:00,423.9800,425.3900,423.9601,425.1250,292333
2026-04-21T10:30:00,425.1483,426.5700,425.0100,426.4200,504329
2026-04-21T10:35:00,426.4700,426.9600,425.8700,426.0300,453042
2026-04-21T10:40:00,426.0300,427.1800,425.9900,426.4300,534480
2026-04-21T10:45:00,426.4300,426.4899,425.0000,425.0475,449577
2026-04-21T10:50:00,425.0450,425.6500,424.9200,425.3000,265665
2026-04-21T10:55:00,425.2850,425.5100,424.2000,424.2400,481328
2026-04-21T11:00:00,424.2600,424.5300,423.2575,423.5050,609712
2026-04-21T11:05:00,423.4700,424.9600,422.9200,424.8900,471263
2026-04-21T11:10:00,424.9000,425.2000,424.4400,424.6050,292868
2026-04-21T11:15:00,424.6050,425.9800,424.5800,425.9200,371264
2026-04-21T11:20:00,425.9253,426.3900,424.8300,425.0000,352754
2026-04-21T11:25:00,424.9101,424.9800,424.2000,424.6950,245520
2026-04-21T11:30:00,424.6600,425.3700,424.4400,425.1000,144030
2026-04-21T11:35:00,425.0933,425.1600,424.4400,425.0800,233416
2026-04-21T11:40:00,425.1000,425.2500,424.7100,425.2000,192467
2026-04-21T11:45:00,425.2500,425.6099,424.9300,425.0300,250615
2026-04-21T11:50:00,425.0500,425.6500,424.7000,425.6100,218641
2026-04-21T11:55:00,425.5700,426.1600,425.5700,426.1500,235041
2026-04-21T12:00:00,426.1800,426.5700,425.1800,425.7050,289507
2026-04-21T12:05:00,425.7050,426.8686,425.7000,426.8400,271634
2026-04-21T12:10:00,426.8300,426.9200,425.0000,425.5800,311170
2026-04-21T12:15:00,425.5600,425.8350,425.3201,425.7700,188926
2026-04-21T12:20:00,425.7520,425.7800,425.3300,425.4800,260630
2026-04-21T12:25:00,425.4700,425.4999,424.5400,424.9500,214158
2026-04-21T12:30:00,424.9300,426.3300,424.8515,426.3250,271478
2026-04-21T12:35:00,426.2900,426.4800,425.6000,425.9200,233483
2026-04-21T12:40:00,425.9300,425.9700,425.1700,425.4000,150544
2026-04-21T12:45:00,425.4000,425.8350,425.3600,425.7900,181529
2026-04-21T12:50:00,425.7900,425.8200,425.2200,425.3200,189505
2026-04-21T12:55:00,425.3400,425.4700,424.7900,424.9600,159412
2026-04-21T13:00:00,424.9700,425.7800,424.9011,425.5800,579557
2026-04-21T13:05:00,425.5400,425.5450,424.5000,424.9100,239830
2026-04-21T13:10:00,424.8700,424.9400,424.1800,424.5500,342633
